行	型	該当	本文
c812-2	同形異音語（一般）	生	瓦礫の下から、生きたまま1人が助け出されている。
c812-2	同形異音語（一般）	人	瓦礫の下から、生きたまま1人が助け出されている。
c812-2	数詞＋助数詞	1人	瓦礫の下から、生きたまま1人が助け出されている。
c813-1	同形異音語（一般）	目	その2日後、埋まってから13日目にも、1人が助け出された。
c813-1	同形異音語（一般）	人	その2日後、埋まってから13日目にも、1人が助け出された。
c813-1	数詞＋助数詞	2日	その2日後、埋まってから13日目にも、1人が助け出された。
c813-1	数詞＋助数詞	13日	その2日後、埋まってから13日目にも、1人が助け出された。
c813-1	数詞＋助数詞	1人	その2日後、埋まってから13日目にも、1人が助け出された。
c814-1	同形異音語（一般）	目	そして事故から17日目、7月15日のことである。
c814-1	同形異音語（一般）	日	そして事故から17日目、7月15日のことである。
c814-1	数詞＋助数詞	17日	そして事故から17日目、7月15日のことである。
c814-1	数詞＋助数詞	7月	そして事故から17日目、7月15日のことである。
c814-1	数詞＋助数詞	15日	そして事故から17日目、7月15日のことである。
c814-2	文頭の数字	3	377時間ぶりに、生きて助け出された
c814-2	同形異音語（実績）	間	377時間ぶりに、生きて助け出された
c814-2	同形異音語（一般）	生	377時間ぶりに、生きて助け出された
c814-2	数詞＋助数詞	377時	377時間ぶりに、生きて助け出された
c815-1	同形異音語（一般）	人	白書によれば、助け出された3人は、いずれも若い人だった。
c815-1	同形異音語（一般）	人	白書によれば、助け出された3人は、いずれも若い人だった。
c815-1	数詞＋助数詞	3人	白書によれば、助け出された3人は、いずれも若い人だった。
c815-1	§6の語（三豊百貨店）	白書	白書によれば、助け出された3人は、いずれも若い人だった。
c815-2	同形異音語（実績）	間	この動画では、名前ではなく人数と時間で伝えることにする。
c816-1	同形異音語（一般）	生	生きた人が見つかったのは、ここまでである。
c816-1	同形異音語（一般）	人	生きた人が見つかったのは、ここまでである。
c816-2	同形異音語（一般）	人	このあとの作業は、亡くなった人を見つけ出すことになった。
c817-1	文頭の数字	7	7月19日の時点で、救助された人は932人。
c817-1	同形異音語（一般）	日	7月19日の時点で、救助された人は932人。
c817-1	同形異音語（一般）	人	7月19日の時点で、救助された人は932人。
c817-1	同形異音語（一般）	人	7月19日の時点で、救助された人は932人。
c817-1	数詞＋助数詞	7月	7月19日の時点で、救助された人は932人。
c817-1	数詞＋助数詞	19日	7月19日の時点で、救助された人は932人。
c817-1	数詞＋助数詞	932人	7月19日の時点で、救助された人は932人。
c817-2	同形異音語（一般）	人	見つかった遺体は459人だった。
c817-2	数詞＋助数詞	459人	見つかった遺体は459人だった。
c818-1	同形異音語（一般）	日	事故の2日後の7月1日、選挙で選ばれた新しい市長が就任した。
c818-1	数詞＋助数詞	2日	事故の2日後の7月1日、選挙で選ばれた新しい市長が就任した。
c818-1	数詞＋助数詞	7月	事故の2日後の7月1日、選挙で選ばれた新しい市長が就任した。
c818-1	数詞＋助数詞	1日	事故の2日後の7月1日、選挙で選ばれた新しい市長が就任した。
c818-2	同形異音語（一般）	日	新しい市長は、その日のうちに現場へ来ている。
c819-1	文頭の数字	7	7月27日の時点では、亡くなった人が458人、
c819-1	同形異音語（一般）	日	7月27日の時点では、亡くなった人が458人、
c819-1	同形異音語（一般）	人	7月27日の時点では、亡くなった人が458人、
c819-1	同形異音語（一般）	人	7月27日の時点では、亡くなった人が458人、
c819-1	数詞＋助数詞	7月	7月27日の時点では、亡くなった人が458人、
c819-1	数詞＋助数詞	27日	7月27日の時点では、亡くなった人が458人、
c819-1	数詞＋助数詞	458人	7月27日の時点では、亡くなった人が458人、
c819-2	同形異音語（一般）	人	けがをした人が933人、行方不明はおよそ105人とされた。
c819-2	同形異音語（一般）	人	けがをした人が933人、行方不明はおよそ105人とされた。
c819-2	同形異音語（一般）	人	けがをした人が933人、行方不明はおよそ105人とされた。
c819-2	数詞＋助数詞	933人	けがをした人が933人、行方不明はおよそ105人とされた。
c819-2	数詞＋助数詞	105人	けがをした人が933人、行方不明はおよそ105人とされた。
c820-1	同形異音語（一般）	人	数が動いたのは、同じ人を家族と職場が別々に届け出ていたからである。
c820-2	同形異音語（一般）	人	多い人では、届け出が7重に重なっていた。
c820-3	同形異音語（実績）	話	それを1件ずつ電話で確かめる作業が続いた。
c820-3	数詞＋助数詞	1件	それを1件ずつ電話で確かめる作業が続いた。
c821-1	同形異音語（一般）	日	瓦礫を運び出す作業も進んだ。7月19日の時点で、
c821-1	数詞＋助数詞	7月	瓦礫を運び出す作業も進んだ。7月19日の時点で、
c821-1	数詞＋助数詞	19日	瓦礫を運び出す作業も進んだ。7月19日の時点で、
c821-2	桁区切りの数	4,000	運び出す3万4,000トンのうち、3万892トンが終わっている。
c822-1	数詞＋助数詞	5か月	最後の数字が決まるのは、事故から5か月後である。
c901-1	§6の語（三豊百貨店）	瑞草区	瑞草区の区民会館に、合同の焼香所が作られた。
c901-1	§6の語（三豊百貨店）	区民会館	瑞草区の区民会館に、合同の焼香所が作られた。
c901-1	§6の語（三豊百貨店）	焼香所	瑞草区の区民会館に、合同の焼香所が作られた。
c901-2	同形異音語（一般）	人	亡くなった人の数は、この時点でもまだ動いていた。
c902-1	文頭の数字	1	1995年10月、ソウル市が国会の国政監査に出した報告では、
c902-1	数詞＋助数詞	1995年	1995年10月、ソウル市が国会の国政監査に出した報告では、
c902-1	数詞＋助数詞	10月	1995年10月、ソウル市が国会の国政監査に出した報告では、
c902-1	§6の語（三豊百貨店）	国政監査	1995年10月、ソウル市が国会の国政監査に出した報告では、
c902-2	同形異音語（一般）	人	亡くなった人は501人とされている。
c902-2	同形異音語（一般）	人	亡くなった人は501人とされている。
c902-2	数詞＋助数詞	501人	亡くなった人は501人とされている。
c902-3	同形異音語（一般）	人	遺体が見つかった人が471人、死亡と認められた人が30人である。
c902-3	同形異音語（一般）	人	遺体が見つかった人が471人、死亡と認められた人が30人である。
c902-3	同形異音語（一般）	人	遺体が見つかった人が471人、死亡と認められた人が30人である。
c902-3	同形異音語（一般）	人	遺体が見つかった人が471人、死亡と認められた人が30人である。
c902-3	数詞＋助数詞	471人	遺体が見つかった人が471人、死亡と認められた人が30人である。
c902-3	数詞＋助数詞	30人	遺体が見つかった人が471人、死亡と認められた人が30人である。
c903-1	同形異音語（実績）	方	遺体が見つからないまま行方が分からない人は、
c903-1	同形異音語（一般）	人	遺体が見つからないまま行方が分からない人は、
c904-1	同形異音語（一般）	人	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-1	同形異音語（一般）	人	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-1	数詞＋助数詞	16人	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-1	数詞＋助数詞	70人	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-1	§6の語（9.11）	委員会	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-1	§6の語（コロンビア号）	委員会	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-2	文頭の数字	6	64人をいったん亡くなったものとして扱うことにした。
c904-2	同形異音語（一般）	人	64人をいったん亡くなったものとして扱うことにした。
c904-2	数詞＋助数詞	64人	64人をいったん亡くなったものとして扱うことにした。
c904-3	同形異音語（一般）	人	このうち34人は、そのあと鑑定で身元が確認されている。
c904-3	数詞＋助数詞	34人	このうち34人は、そのあと鑑定で身元が確認されている。
c905-1	同形異音語（一般）	人	残った人たちの手続きが終わったのは、その年の11月29日。
c905-1	同形異音語（一般）	日	残った人たちの手続きが終わったのは、その年の11月29日。
c905-1	数詞＋助数詞	11月	残った人たちの手続きが終わったのは、その年の11月29日。
c905-1	数詞＋助数詞	29日	残った人たちの手続きが終わったのは、その年の11月29日。
c905-2	同形異音語（一般）	人	戸籍の整理によって、30人が亡くなったこととして確定した。
c905-2	数詞＋助数詞	30人	戸籍の整理によって、30人が亡くなったこととして確定した。
c905-2	§6の語（三豊百貨店）	戸籍	戸籍の整理によって、30人が亡くなったこととして確定した。
c906-1	同形異音語（一般）	人	白書が最終の数字としているのは、亡くなった人が502人。
c906-1	同形異音語（一般）	人	白書が最終の数字としているのは、亡くなった人が502人。
c906-1	数詞＋助数詞	502人	白書が最終の数字としているのは、亡くなった人が502人。
c906-1	§6の語（三豊百貨店）	白書	白書が最終の数字としているのは、亡くなった人が502人。
c906-2	同形異音語（一般）	人	けがをした人が937人。あわせて1,439人である。
c906-2	同形異音語（一般）	人	けがをした人が937人。あわせて1,439人である。
c906-2	同形異音語（一般）	人	けがをした人が937人。あわせて1,439人である。
c906-2	数詞＋助数詞	937人	けがをした人が937人。あわせて1,439人である。
c906-2	数詞＋助数詞	439人	けがをした人が937人。あわせて1,439人である。
c906-2	桁区切りの数	1,439	けがをした人が937人。あわせて1,439人である。
c906-3	文頭の数字	1	10月の501人との1人の差は、資料のうえでは埋まっていない。
c906-3	同形異音語（一般）	人	10月の501人との1人の差は、資料のうえでは埋まっていない。
c906-3	同形異音語（一般）	人	10月の501人との1人の差は、資料のうえでは埋まっていない。
c906-3	数詞＋助数詞	10月	10月の501人との1人の差は、資料のうえでは埋まっていない。
c906-3	数詞＋助数詞	501人	10月の501人との1人の差は、資料のうえでは埋まっていない。
c906-3	数詞＋助数詞	1人	10月の501人との1人の差は、資料のうえでは埋まっていない。
c907-1	同形異音語（一般）	人	白書には、亡くなった502人の年齢の内訳が載っている。
c907-1	数詞＋助数詞	502人	白書には、亡くなった502人の年齢の内訳が載っている。
c907-1	§6の語（三豊百貨店）	白書	白書には、亡くなった502人の年齢の内訳が載っている。
c907-2	文頭の数字	1	10歳までが14人。11歳から20歳までが71人。
c907-2	同形異音語（実績）	歳	10歳までが14人。11歳から20歳までが71人。
c907-2	同形異音語（実績）	歳	10歳までが14人。11歳から20歳までが71人。
c907-2	同形異音語（実績）	歳	10歳までが14人。11歳から20歳までが71人。
c907-2	同形異音語（一般）	人	10歳までが14人。11歳から20歳までが71人。
c907-2	同形異音語（一般）	人	10歳までが14人。11歳から20歳までが71人。
c907-2	数詞＋助数詞	14人	10歳までが14人。11歳から20歳までが71人。
c907-2	数詞＋助数詞	71人	10歳までが14人。11歳から20歳までが71人。
c908-1	文頭の数字	3	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	同形異音語（実績）	歳	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	同形異音語（実績）	歳	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	同形異音語（実績）	歳	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	同形異音語（実績）	歳	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	同形異音語（一般）	人	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	同形異音語（一般）	人	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	数詞＋助数詞	80人	31歳から40歳までが80人、41歳から50歳までが52人。
c908-1	数詞＋助数詞	52人	31歳から40歳までが80人、41歳から50歳までが52人。
c908-2	文頭の数字	5	51歳から60歳までが21人、60歳より上が6人である。
c908-2	同形異音語（実績）	歳	51歳から60歳までが21人、60歳より上が6人である。
c908-2	同形異音語（実績）	歳	51歳から60歳までが21人、60歳より上が6人である。
c908-2	同形異音語（実績）	歳	51歳から60歳までが21人、60歳より上が6人である。
c908-2	同形異音語（一般）	人	51歳から60歳までが21人、60歳より上が6人である。
c908-2	同形異音語（一般）	上	51歳から60歳までが21人、60歳より上が6人である。
c908-2	同形異音語（一般）	人	51歳から60歳までが21人、60歳より上が6人である。
c908-2	数詞＋助数詞	21人	51歳から60歳までが21人、60歳より上が6人である。
c908-2	数詞＋助数詞	6人	51歳から60歳までが21人、60歳より上が6人である。
c909-1	同形異音語（一般）	一	残った一つの年代だけで、全体の半分をこえている。
c909-2	文頭の数字	5	502人のうち258人が21歳から30歳
c909-2	同形異音語（実績）	歳	502人のうち258人が21歳から30歳
c909-2	同形異音語（実績）	歳	502人のうち258人が21歳から30歳
c909-2	同形異音語（一般）	人	502人のうち258人が21歳から30歳
c909-2	同形異音語（一般）	人	502人のうち258人が21歳から30歳
c909-2	数詞＋助数詞	502人	502人のうち258人が21歳から30歳
c909-2	数詞＋助数詞	258人	502人のうち258人が21歳から30歳
c910-1	同形異音語（一般）	人	男女の別で見ると、男性が106人で、女性が396人。
c910-1	同形異音語（一般）	人	男女の別で見ると、男性が106人で、女性が396人。
c910-1	数詞＋助数詞	106人	男女の別で見ると、男性が106人で、女性が396人。
c910-1	数詞＋助数詞	396人	男女の別で見ると、男性が106人で、女性が396人。
c910-2	同形異音語（一般）	人	亡くなった人のおよそ4人に3人が、女性だったことになる。
c910-2	同形異音語（一般）	人	亡くなった人のおよそ4人に3人が、女性だったことになる。
c910-2	同形異音語（一般）	人	亡くなった人のおよそ4人に3人が、女性だったことになる。
c910-2	数詞＋助数詞	4人	亡くなった人のおよそ4人に3人が、女性だったことになる。
c910-2	数詞＋助数詞	3人	亡くなった人のおよそ4人に3人が、女性だったことになる。
c911-1	同形異音語（一般）	人	亡くなった人がこれほど多くなった理由を、白書は2つ挙げている。
c911-1	数詞＋助数詞	2つ	亡くなった人がこれほど多くなった理由を、白書は2つ挙げている。
c911-1	§6の語（三豊百貨店）	白書	亡くなった人がこれほど多くなった理由を、白書は2つ挙げている。
c911-2	文頭の数字	1	1つは、百貨店が誰でも出入りできる場所だったこと。
c911-2	数詞＋助数詞	1つ	1つは、百貨店が誰でも出入りできる場所だったこと。
c911-2	§6の語（三豊百貨店）	百貨店	1つは、百貨店が誰でも出入りできる場所だったこと。
c912-1	同形異音語（実績）	方	もう1つが、崩れたのが夕方5時55分だったことである。
c912-1	数詞＋助数詞	1つ	もう1つが、崩れたのが夕方5時55分だったことである。
c912-1	数詞＋助数詞	5時	もう1つが、崩れたのが夕方5時55分だったことである。
c912-1	数詞＋助数詞	55分	もう1つが、崩れたのが夕方5時55分だったことである。
c912-2	同形異音語（実績）	間	夕食の支度のために人が集まる時間だった、と白書は書いている。
c912-2	同形異音語（一般）	人	夕食の支度のために人が集まる時間だった、と白書は書いている。
c912-2	§6の語（三豊百貨店）	白書	夕食の支度のために人が集まる時間だった、と白書は書いている。
c913-1	1モーラ語＋助詞	日で	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。
c913-1	同形異音語（実績）	話	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。
c913-1	同形異音語（一般）	日	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。
c913-1	数詞＋助数詞	3月	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。
c913-1	数詞＋助数詞	20日	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。
c913-2	同形異音語（一般）	人	亡くなった人1人あたりの特別慰労金が1億7千万ウォン。
c913-2	同形異音語（一般）	人	亡くなった人1人あたりの特別慰労金が1億7千万ウォン。
c913-2	数詞＋助数詞	1人	亡くなった人1人あたりの特別慰労金が1億7千万ウォン。
c913-2	§6の語（三豊百貨店）	ウォン	亡くなった人1人あたりの特別慰労金が1億7千万ウォン。
c914-1	文頭の数字	1	1996年6月14日の時点で、502人のうち464人について、
c914-1	同形異音語（一般）	日	1996年6月14日の時点で、502人のうち464人について、
c914-1	同形異音語（一般）	人	1996年6月14日の時点で、502人のうち464人について、
c914-1	同形異音語（一般）	人	1996年6月14日の時点で、502人のうち464人について、
c914-1	数詞＋助数詞	1996年	1996年6月14日の時点で、502人のうち464人について、
c914-1	数詞＋助数詞	6月	1996年6月14日の時点で、502人のうち464人について、
c914-1	数詞＋助数詞	14日	1996年6月14日の時点で、502人のうち464人について、
c914-1	数詞＋助数詞	502人	1996年6月14日の時点で、502人のうち464人について、
c914-1	数詞＋助数詞	464人	1996年6月14日の時点で、502人のうち464人について、
c914-2	同形異音語（一般）	人	支払いが終わっている。けがをした937人では709人である。
c914-2	同形異音語（一般）	人	支払いが終わっている。けがをした937人では709人である。
c914-2	数詞＋助数詞	937人	支払いが終わっている。けがをした937人では709人である。
c914-2	数詞＋助数詞	709人	支払いが終わっている。けがをした937人では709人である。
c915-1	同形異音語（一般）	人	金額の合計は、亡くなった人について1,758億ウォン。
c915-1	§6の語（三豊百貨店）	ウォン	金額の合計は、亡くなった人について1,758億ウォン。
c915-1	桁区切りの数	1,758	金額の合計は、亡くなった人について1,758億ウォン。
c915-2	文頭の数字	1	1人あたりの平均で、3億8千万ウォンになる。
c915-2	同形異音語（一般）	人	1人あたりの平均で、3億8千万ウォンになる。
c915-2	数詞＋助数詞	1人	1人あたりの平均で、3億8千万ウォンになる。
c915-2	§6の語（三豊百貨店）	ウォン	1人あたりの平均で、3億8千万ウォンになる。
c915-3	同形異音語（一般）	人	けがをした人については、あわせて1,003億ウォンだった。
c915-3	§6の語（三豊百貨店）	ウォン	けがをした人については、あわせて1,003億ウォンだった。
c915-3	桁区切りの数	1,003	けがをした人については、あわせて1,003億ウォンだった。
c916-1	同形異音語（実績）	話	残っているのは、責任の話である。
c916-2	§6の語（三豊百貨店）	階	だれが、どの段階で、何を問われたのか。
ep01-1	同形異音語（一般）	日	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-1	同形異音語（一般）	人	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-1	数詞＋助数詞	2日	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-1	数詞＋助数詞	7月	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-1	数詞＋助数詞	1日	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-1	数詞＋助数詞	4人	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-2	1モーラ語＋助詞	日で	起訴されたのは、同じ7月の26日である。
ep01-2	同形異音語（一般）	日	起訴されたのは、同じ7月の26日である。
ep01-2	数詞＋助数詞	7月	起訴されたのは、同じ7月の26日である。
ep01-2	数詞＋助数詞	26日	起訴されたのは、同じ7月の26日である。
ep02-1	同形異音語（実績）	側	捜査の対象は、百貨店の側の人間だけではなかった。
ep02-1	同形異音語（実績）	間	捜査の対象は、百貨店の側の人間だけではなかった。
ep02-1	§6の語（三豊百貨店）	百貨店	捜査の対象は、百貨店の側の人間だけではなかった。
ep02-2	同形異音語（一般）	表	設計をした事務所の代表、骨組みの工事をした会社の、
ep02-2	同形異音語（一般）	事	設計をした事務所の代表、骨組みの工事をした会社の、
ep02-3	同形異音語（一般）	人	現場責任者たちなど、あわせて11人が捜査の対象になった。
ep02-3	数詞＋助数詞	11人	現場責任者たちなど、あわせて11人が捜査の対象になった。
ep03-1	同形異音語（一般）	物	建物を建てる仕事は、計画を立て、図面を描き、
ep03-1	同形異音語（一般）	事	建物を建てる仕事は、計画を立て、図面を描き、
ep03-2	§6の語（三豊百貨店）	階	実際に建て、建ったあと手入れをする、という段階に分かれる。
ep04-1	文頭の数字	1	1審の判決が出たのは、事故のあった年の12月27日。
ep04-1	同形異音語（一般）	日	1審の判決が出たのは、事故のあった年の12月27日。
ep04-1	数詞＋助数詞	12月	1審の判決が出たのは、事故のあった年の12月27日。
ep04-1	数詞＋助数詞	27日	1審の判決が出たのは、事故のあった年の12月27日。
ep04-2	文頭の数字	2	2審は翌年の春、大法院の判決は8月に出ている。
ep04-2	数詞＋助数詞	8月	2審は翌年の春、大法院の判決は8月に出ている。
ep04-2	§6の語（三豊百貨店）	大法院	2審は翌年の春、大法院の判決は8月に出ている。
ep05-1	文頭の数字	2	2審は、被告人のひとりに懲役7年6か月を言い渡した。
ep05-1	同形異音語（一般）	人	2審は、被告人のひとりに懲役7年6か月を言い渡した。
ep05-1	数詞＋助数詞	7年	2審は、被告人のひとりに懲役7年6か月を言い渡した。
ep05-1	数詞＋助数詞	6か月	2審は、被告人のひとりに懲役7年6か月を言い渡した。
ep05-2	数詞＋助数詞	1年	ほかに禁錮1年、懲役1年6か月、懲役10か月。
ep05-2	数詞＋助数詞	1年	ほかに禁錮1年、懲役1年6か月、懲役10か月。
ep05-2	数詞＋助数詞	6か月	ほかに禁錮1年、懲役1年6か月、懲役10か月。
ep05-2	数詞＋助数詞	10か月	ほかに禁錮1年、懲役1年6か月、懲役10か月。
ep05-2	§6の語（三豊百貨店）	禁錮	ほかに禁錮1年、懲役1年6か月、懲役10か月。
ep05-3	同形異音語（一般）	人	禁錮1年6か月とされた2人には、執行猶予がついている。
ep05-3	数詞＋助数詞	1年	禁錮1年6か月とされた2人には、執行猶予がついている。
ep05-3	数詞＋助数詞	6か月	禁錮1年6か月とされた2人には、執行猶予がついている。
ep05-3	数詞＋助数詞	2人	禁錮1年6か月とされた2人には、執行猶予がついている。
ep05-3	§6の語（三豊百貨店）	禁錮	禁錮1年6か月とされた2人には、執行猶予がついている。
ep05-3	§6の語（三豊百貨店）	執行猶予	禁錮1年6か月とされた2人には、執行猶予がついている。
ep06-1	同形異音語（一般）	人	このほかの12人は控訴が退けられ、1審の刑がそのまま残った。
ep06-1	数詞＋助数詞	12人	このほかの12人は控訴が退けられ、1審の刑がそのまま残った。
ep06-1	§6の語（三豊百貨店）	控訴	このほかの12人は控訴が退けられ、1審の刑がそのまま残った。
ep06-2	同形異音語（実績）	方	大法院は1996年8月23日、双方の上告をすべて退けている。
ep06-2	同形異音語（一般）	日	大法院は1996年8月23日、双方の上告をすべて退けている。
ep06-2	数詞＋助数詞	1996年	大法院は1996年8月23日、双方の上告をすべて退けている。
ep06-2	数詞＋助数詞	8月	大法院は1996年8月23日、双方の上告をすべて退けている。
ep06-2	数詞＋助数詞	23日	大法院は1996年8月23日、双方の上告をすべて退けている。
ep06-2	§6の語（三豊百貨店）	大法院	大法院は1996年8月23日、双方の上告をすべて退けている。
ep06-2	§6の語（三豊百貨店）	上告	大法院は1996年8月23日、双方の上告をすべて退けている。
ep07-1	§6の語（三豊百貨店）	業務上過失致死傷	判決が使った言葉は、業務上過失致死傷の共同正犯である。
ep07-1	§6の語（三豊百貨店）	共同正犯	判決が使った言葉は、業務上過失致死傷の共同正犯である。
ep07-2	同形異音語（一般）	人	それぞれの段階の人たちを、一つの事故の責任者として並べた。
ep07-2	同形異音語（一般）	一	それぞれの段階の人たちを、一つの事故の責任者として並べた。
ep07-2	§6の語（三豊百貨店）	階	それぞれの段階の人たちを、一つの事故の責任者として並べた。
ep08-1	同形異音語（一般）	事	民事のほうは、1999年に大法院が、区の職員の職務上の違反と、
ep08-1	同形異音語（一般）	上	民事のほうは、1999年に大法院が、区の職員の職務上の違反と、
ep08-1	数詞＋助数詞	1999年	民事のほうは、1999年に大法院が、区の職員の職務上の違反と、
ep08-1	§6の語（三豊百貨店）	大法院	民事のほうは、1999年に大法院が、区の職員の職務上の違反と、
ep09-1	同形異音語（一般）	一	どこか一つの段階が悪かった、という判決ではなかった。
ep09-1	§6の語（三豊百貨店）	階	どこか一つの段階が悪かった、という判決ではなかった。
ep10-1	同形異音語（一般）	日	事故から19日後の1995年7月18日、韓国で新しい法律ができた。
ep10-1	数詞＋助数詞	19日	事故から19日後の1995年7月18日、韓国で新しい法律ができた。
ep10-1	数詞＋助数詞	1995年	事故から19日後の1995年7月18日、韓国で新しい法律ができた。
ep10-1	数詞＋助数詞	7月	事故から19日後の1995年7月18日、韓国で新しい法律ができた。
ep10-1	数詞＋助数詞	18日	事故から19日後の1995年7月18日、韓国で新しい法律ができた。
ep10-2	同形異音語（一般）	日	災難管理法という。公布されたその日から動き始めている。
ep10-2	§6の語（三豊百貨店）	災難管理法	災難管理法という。公布されたその日から動き始めている。
ep12-1	1モーラ語＋助詞	日に	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-1	同形異音語（一般）	日	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-1	同形異音語（一般）	日	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-1	数詞＋助数詞	12月	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-1	数詞＋助数詞	30日	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-1	数詞＋助数詞	5つ	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-2	同形異音語（一般）	事	手抜きの工事で人を死なせた者は、無期または3年以上の懲役になった。
ep12-2	同形異音語（一般）	人	手抜きの工事で人を死なせた者は、無期または3年以上の懲役になった。
ep12-2	同形異音語（一般）	上	手抜きの工事で人を死なせた者は、無期または3年以上の懲役になった。
ep12-2	数詞＋助数詞	3年	手抜きの工事で人を死なせた者は、無期または3年以上の懲役になった。
ep13-1	§6の語（三豊百貨店）	白書	白書は、この事故をこう書いている。韓国が建国されてから当時まで、
ep13-2	同形異音語（一般）	人	いちばん多くの人が亡くなった事故になるだろう、と。
ep13-3	同形異音語（一般）	人	自然災害をのぞけば、それまでの最多は326人が亡くなった船の沈没である。
ep13-3	数詞＋助数詞	326人	自然災害をのぞけば、それまでの最多は326人が亡くなった船の沈没である。
ep14-1	同形異音語（一般）	物	建物は、朝から合図を出していた。気づいた人もいた。
ep14-1	同形異音語（一般）	人	建物は、朝から合図を出していた。気づいた人もいた。
ep14-2	同形異音語（一般）	上	会社の上まで伝わってもいた。それでも、店は開いたままだった。
