行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c709-2	読み一致		ビョオゴニハツバサヲササエルケタノオラノオンドケエモオゴキダス	ビョオゴニハツバサヲササエルケタノオラノオンドケエモオゴキダス	425秒後には、翼を支える桁の裏の温度計も動き出す。	225秒後には翼を支える桁の裏の温度計も動き出す。
c710-1	読み一致		ジフンビョオマデニツバサヲササエルケタガヤキヌカレタ	ジフンビョオマデニツバサヲササエルケタガヤキヌカレタ	8時52分16秒までに、翼を支える桁が焼き抜かれた。	八時五十二分十六秒までに翼を支える桁が焼き抜かれた。
c710-2	読み一致		ナカニハイッタクウキハヤクドアッタカノオセエガアル	ナカニハイッタクウキハヤクドアッタカノオセエガアル	中に入った空気は、約4,400度あった可能性がある。	中に入った空気は約四四〇〇度あった可能性がある。
c710-3	読み一致		ツバサノホネグミハアルミデヤクドデトケル	ツバサノホネグミハアルミデヤクドデトケル	翼の骨組みはアルミで、約650度で溶ける。	翼の骨組みはアルミで約六百五十度で溶ける。
c711-1	読み一致		ジフンビョオサクラメントノニシデカイガンセンヲコエタ	ジフンビョオサクラメントノニシデカイガンセンヲコエタ	8時53分26秒、サクラメントの西で海岸線を越えた。	八時五十三分二十六秒。サクラメントの西で海岸線を越えた。
c711-2	読み一致		ソノビョオゴチジョオノヒトガキタイカラナニカガハナレルノヲミテエル	ソノビョオゴチジョオノヒトガキタイカラナニカガハナレルノヲミテエル	その20秒後、地上の人が、機体から何かが離れるのを見ている。	その二十秒後、地上の人が機体から何かが離れるのを見ている。
c712-1	読みが違う	セ→ゼ	ジフンビョオカンセエデハジメテエジョオガカタチニナッタ	ジフンビョオカンゼエデハジメテエジョオガカタチニナッタ	8時54分24秒。管制で初めて、異常が形になった。	八時五十四分二十四秒。関税で初めて異常が形になった。
c712-2	読み一致		ヒダリノツバサノユアツノオンドケエガハカレルハンイノシタヘフリキレル	ヒダリノツバサノユアツノオンドケエガハカレルハンイノシタヘフリキレル	左の翼の油圧の温度計が、測れる範囲の下へ振り切れる。	左の翼の油圧の温度計が測れる範囲の下へ振り切れる。
c712-3	読みが違う	—→デトシ	ツガビョオノマニツギツギトキエタ	ヨッツガデトシビョオノマニツギツギトキエタ	4つが、4〜5秒の間に次々と消えた	四つが四で年、秒の間に次々と消えた。
c713-1	読みが違う	ハ→プラ	ハンヲマトメサイゴノハンダンヲスルヒコオシュニンガゼンブガドオジニキエタノカトキク	プランヲマトメサイゴノハンダンヲスルヒコオシュニンガゼンブガドオジニキエタノカトキク	班をまとめ、最後の判断をする飛行主任が「全部が同時に消えたのか」と聞く。	プランをまとめ、最後の判断をする飛行主任が全部が同時に消えたのかと聞く。
c713-2	読み一致		イイエマッタクドオジデハアリマセン	イイエマッタクドオジデハアリマセン	「いいえ。まったく同時ではありません」	いいえ、全く同時ではありません。
c714-1	読み一致		ツノオンドケエニハキョオツウスルハイセンガナイ	ヨッツノオンドケエニハキョオツウスルハイセンガナイ	4つの温度計には、共通する配線が無い。	四つの温度計には共通する配線がない。
c714-2	読み一致		ホンガヤケテゼンブガキエタトイウセツメエガデキナイ	ホンガヤケテゼンブガキエタトイウセツメエガデキナイ	1本が焼けて全部が消えた、という説明ができない。	一本が焼けて全部が消えたという説明ができない。
c715-1	読み一致		ジフンビョオゴロネバダノソラデツヨイヒカリガミエタ	ジフンビョオゴロネバダノソラデツヨイヒカリガミエタ	8時54分25秒ごろ、ネバダの空で強い光が見えた。	八時五十四分二十五秒頃、ネバダの空で強い光が見えた。
c715-2	読みが違う	アイダ→カン	ツヅクブンノアイダニオナジゲンショオガカイモクゲキサレテエル	ツヅクブンノカンニオナジゲンショオガカイモクゲキサレテエル	続く4分のあいだに、同じ現象が18回目撃されている。	続く四分の間に同じ現象が十八回目撃されている。
c716-1	読みが違う	ム→ヌ	ジフンビョオユタシュウヘジフンビョオキタイハカタムキヲキリカエタ	ジフンビョオユタシュウヘジフンビョオキタイハカタヌキヲキリカエタ	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。	八時五十五分三十二秒、ユタ州へ。八時五十六分三十秒、機体は型抜きを切り替えた。
c716-2	読み一致		ミギヘカタムケテエタノヲヒダリヘコレハヨテエドオリノオゴキデアル	ミギヘカタムケテエタノヲヒダリヘコレハヨテエドオリノオゴキデアル	右へ傾けていたのを、左へ。これは予定どおりの動きである。	右へ傾けていたのを左へ。これは予定通りの動きである。
c717-1	読み一致		ジフンビョオアルバカアキノキタヲツウカ	ジフンビョオアルバカアキノキタヲツウカ	8時57分24秒、アルバカーキの北を通過。	八時五十七分二十四秒、アルバカーキの北を通過。
c717-2	読みが違う	フチ→エン	コノトキチジョオデトラレタガゾオニヒダリノツバサノマエノフチノミダレガウツッタ	コノトキチジョオデトラレタガゾオニヒダリノツバサノマエノエンノミダレガウツッタ	このとき地上で撮られた画像に、左の翼の前のふちの乱れが写った。	この時、地上で撮られた画像に左の翼の前の縁の乱れが写った。
c718-1	読み一致		ジフンビョオニュウメキシコカラテキサスヘハイッタ	ジフンビョオニュウメキシコカラテキサスヘハイッタ	8時58分20秒、ニューメキシコからテキサスへ入った。	八時五十八分二十秒。ニューメキシコからテキサスへ入った。
c718-2	読み一致		ココデオチタタイネツタイルマイガイチバンニシデミツカルハヘンニナル	ココデオチタタイネツタイルマイガイチバンニシデミツカルハヘンニナル	ここで落ちた耐熱タイル1枚が、いちばん西で見つかる破片になる。	ここで落ちた耐熱タイル一枚が一番西で見つかる破片になる。
c719-1	読み一致		ジフンスギキチョオカラノコエガトギレテハイッタ	ジフンスギキチョオカラノコエガトギレテハイッタ	8時58分すぎ、機長からの声が途切れて入った。	八時五十八分過ぎ、機長からの声が途切れて入った。
c719-2	読み一致		アアヒュウソコデキレテエル	アアヒュウソコデキレテエル	「あー、ヒュー……」。そこで切れている。	ああ、ひゅー。そこで切れている。
c720-1	読みが違う	ュ→—	ジフンビョオヒダリノシュアシノタイヤノクウキアツノヒョオジガキエタ	ジフンビョオヒダリノシアシノタイヤノクウキアツノヒョオジガキエタ	8時59分15秒、左の主脚のタイヤの空気圧の表示が消えた。	八時五十九分十五秒。左の死脚のタイヤの空気圧の表示が消えた。
c720-2	読みが違う	セエ→ジ／ル→タ	カンセエハソレデモケエキノフグアイダトカンガエテエル	カンジハソレデモケエキノフグアイダトカンガエテエタ	管制は、それでも計器の不具合だと考えている。	寛治はそれでもケーキの不具合だと考えていた。
c721-1	読み一致		ジョオイントハナスタントオガヨビカケタ	ジョオイントハナスタントオガヨビカケタ	乗員と話す担当が呼びかけた。	乗員と話す担当が呼びかけた。
c721-2	読み一致		タイヤノクウキアツノヒョオジハコチラデモミエテエルサイゴノコオシンハキキトレナカッタ	タイヤノクウキアツノヒョオジハコチラデモミエテエルサイゴノコオシンハキキトレナカッタ	「タイヤの空気圧の表示はこちらでも見えている。最後の交信は聞き取れなかった」	タイヤの空気圧の表示はこちらでも見えている。最後の更新は聞き取れなかった。
c722-1	読み一致		カエッテキタノハミジカイヘンジダッタソシテソコデトギレル	カエッテキタノハミジカイヘンジダッタソシテソコデトギレル	返ってきたのは、短い返事だった。そして、そこで途切れる。	返ってきたのは短い返事だった。そしてそこで途切れる。
c723-1	読み一致		デンパガキレタノハジフンビョオデアル	デンパガキレタノハジフンビョオデアル	電波が切れたのは、8時59分32秒である。	電波が切れたのは八時五十九分三十二秒である。
c723-2	読みが違う	アト→ノチ	コノアトキタイカラノジョオホオハナニヒトツトドカナイ	コノノチキタイカラノジョオホオハナニヒトツトドカナイ	このあと、機体からの情報は何ひとつ届かない。	この後、機体からの情報は何一つ届かない。
c724-1	読みが違う	セエ→ジ	カンセエハアンテナノキリカエニヨルミジカイトギレダトオモッテエタ	カンジハアンテナノキリカエニヨルミジカイトギレダトオモッテエタ	管制は、アンテナの切り替えによる短い途切れだと思っていた。	寛治はアンテナの切り替えによる短い途切れだと思っていた。
c724-2	読みが違う	ツ→キュ／ハ→ガ	ツウシンノタントオハスコシミダレテエマスガヒドクハナイトコタエテエル	キュウシンノタントオガスコシミダレテエマスガヒドクハナイトコタエテエル	通信の担当は「少し乱れていますが、ひどくはない」と答えている。	球審の担当が少し乱れていますが、ひどくはないと答えている。
c725-1	読み一致		ジフンビョオチジョオノヒトガトッテエタエエゾオニキタイガワカレルヨオスガウツル	ジフンビョオチジョオノヒトガトッテエタエエゾオニキタイガワカレルヨオスガウツル	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。	九時零分十八秒。地上の人が撮っていた映像に機体が分かれる様子が映る。
c725-2	読み一致		デンパガキレタジテンデタカサヤクキロオトノバイノハヤサダッタ	デンパガキレタジテンデタカサヤクキロオトノバイノハヤサダッタ	電波が切れた時点で、高さ約61キロ、音の18倍の速さだった。	電波が切れた時点で高さ約六十一キロ、音の十八倍の速さだった。
c726-1	読み一致		デンパガキレタノハソノビョオマエデアル	デンパガキレタノハソノビョオマエデアル	電波が切れたのは、その46秒前である。	電波が切れたのはその46秒前である。
c726-2	読みが違う	セエ→ジ	カンセエノガメンニハナニモオツラナカッタ	カンジノガメンニハナニモオツラナカッタ	管制の画面には、何も映らなかった。	漢字の画面には何も映らなかった。
c727-1	読みが違う	ジョオナイノホオソオハ→—	ジフンビョオジョオナイノホオソオハチャクリクマデフントツタエテエタ	ジフンビョオチャクリクマデフントツタエテエタ	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。	9時2分21秒、着陸まで14分と伝えていた。
c727-2	読み一致		ジフンビョオテレビヲミタヒトカラノデンワデブンカイガシラサレル	ジフンビョオテレビヲミタヒトカラノデンワデブンカイガシラサレル	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。	九時十二分三十九秒。テレビを見た人からの電話で分解が知らされる。
c727-3	読みが違う	ヒ→キ	ヒコオシュニンハドアヲシメロトイイヒジョオノテジュンニハイッタ	キコオシュニンハドアヲシメロトイイヒジョオノテジュンニハイッタ	飛行主任は「ドアを閉めろ」と言い、非常の手順に入った。	機工主任はドアを閉めろと言い、非常の手順に入った。
c728-1	読み一致		サイゴニトドイタキチョオノコエハイチゴデキレテエタ	サイゴニトドイタキチョオノコエハイチゴデキレテエタ	最後に届いた機長の声は、一語で切れていた。	最後に届いた機長の声は一語で切れていた。
c728-2	読み一致		リョオカイソコデコエハキレタ	リョオカイソコデコエハキレタ	了解、そこで声は切れた	了解。そこで声は切れた。
c729-1	読み一致		テキサスデハゴゼンジノスコシマエヒククウナルオトガヒビイタ	テキサスデハゴゼンジノスコシマエヒククウナルオトガヒビイタ	テキサスでは午前9時の少し前、低くうなる音が響いた。	テキサスでは午前九時の少し前、低く唸る音が響いた。
c729-2	読み一致		ゲンチノトケエデハマダアサジマエノコトデアル	ゲンチノトケエデハマダアサジマエノコトデアル	現地の時計では、まだ朝8時前のことである。	現地の時計ではまだ朝八時前のことである。
c729-3	読み一致		ジソクキロチカクデタイキニツッコンダハヘンガダシタオトダッタ	ジソクキロチカクデタイキニツッコンダハヘンガダシタオトダッタ	時速1万9千キロ近くで大気に突っ込んだ破片が出した音だった。	時速一万九千キロ近くで大気に突っ込んだ破片が出した音だった。
c730-1	読み一致		チャクリクノヨテエハゴゼンジフンダッタ	チャクリクノヨテエハゴゼンジフンダッタ	着陸の予定は、午前9時16分だった。	着陸の予定は午前九時十六分だった。
c730-2	読み一致		キタイガワカレタノハソノフンマエデアル	キタイガワカレタノハソノフンマエデアル	機体が分かれたのは、その16分前である。	機体が分かれたのはその16分前である。
c801-1	読み一致		キタイハテキサスシュウダケデヘエホオキロヲコエテチッタ	キタイハテキサスシュウダケデヘエホオキロヲコエテチッタ	機体はテキサス州だけで、5,180平方キロを超えて散った。	機体はテキサス州だけで五千百八十平方キロを超えて散った。
c801-2	読み一致		チバケンガスッポリハイルヒロサデアル	チバケンガスッポリハイルヒロサデアル	千葉県がすっぽり入る広さである。	千葉県がすっぽり入る広さである。
c801-3	読み一致		ココカラハソレヲヒロイアツメタヒトタチノハナシニナル	ココカラハソレヲヒロイアツメタヒトタチノハナシニナル	ここからは、それを拾い集めた人たちの話になる。	ここからはそれを拾い集めた人たちの話になる。
c802-1	読み一致		ツウホオハユウガタニハフンアタリケンノハヤサデハイルヨオニナッタ	ツウホオハユウガタニハフンアタリケンノハヤサデハイルヨオニナッタ	通報は、夕方には1分あたり18件の速さで入るようになった。	通報は夕方には一分あたり十八件の速さで入るようになった。
c802-2	読み一致		ウシノムレガハシリダシクルマノフロントガラスニハヘンガアタッテエル	ウシノムレガハシリダシクルマノフロントガラスニハヘンガアタッテエル	牛の群れが走り出し、車のフロントガラスに破片が当たっている。	牛の群れが走り出し、車のフロントガラスに破片が当たっている。
c803-1	読み一致		ヨビカケラレタノハマズサワラナイデホシイダッタ	ヨビカケラレタノハマズサワラナイデホシイダッタ	呼びかけられたのは、まず「触らないでほしい」だった。	呼びかけられたのはまず触らないでほしいだった。
c803-2	読み一致		キタイニハキタイニナルトハイヤヒフヲヤクネンリョオガツンデアル	キタイニハキタイニナルトハイヤヒフヲヤクネンリョオガツンデアル	機体には、気体になると肺や皮膚を焼く燃料が積んである。	機体には機体になると肺や皮膚を焼く燃料が積んである。
c804-1	読み一致		イチバンコイオビハフォートワアスノミナミカラルイジアナマデ	イチバンコイオビハフォートワアスノミナミカラルイジアナマデ	いちばん濃い帯は、フォートワースの南からルイジアナまで。	一番濃い帯はフォートワースの南からルイジアナまで。
c804-2	読み一致		モットモニシデミツカッタノハテキサスシュウリトルフィールドノタイネツタイルマイ	モットモニシデミツカッタノハテキサスシュウリトルフィールドノタイネツタイルマイ	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。
c805-1	読み一致		シュウカンデチジョオノソオサクシャハニンカゲツデニンヲコエタ	シュウカンデチジョオノソオサクシャハニンカゲツデニンヲコエタ	2週間で地上の捜索者は3千人、1か月で4千人を超えた。	二週間で地上の捜索者は三千人、一ヶ月で四千人を超えた。
c805-2	読み一致		シュリョクハゼンベエカラアツマッタシンリンカサイノショオボオタイインデアル	シュリョクハゼンベエカラアツマッタシンリンカサイノショオボオタイインデアル	主力は、全米から集まった森林火災の消防隊員である。	主力は全米から集まった森林火災の消防隊員である。
c806-1	読みが違う	—→テン	ニンクミデヒコオノケエロノサユウキロヲアルイタ	ニンクミデヒコオノケエロノサユウテンキロヲアルイタ	20人ひと組で、飛行の経路の左右3.2キロを歩いた。	二十人一組で飛行の経路の左右三点二キロを歩いた。
c806-2	読み一致		ヤクメエトルカンカクデレツヲツクル	ヤクメエトルカンカクデレツヲツクル	約3メートル間隔で列を作る。	約三メートル間隔で列を作る。
c806-3	読み一致		センチシホオノモノヲパアセントノカクリツデミツケラレルカンカクデアル	センチシホオノモノヲパアセントノカクリツデミツケラレルカンカクデアル	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。	十五センチ四方のものを七十五パーセントの確率で見つけられる感覚である。
c807-1	読みが違う	—→マヤク	ノキカンカラニンイジョオガクワワッタ	マヤクノキカンカラニンイジョオガクワワッタ	270の機関から、2万5千人以上が加わった。	麻薬70の期間から2万5000人以上が加わった。
c807-2	読みが違う	ア→ワ	ノベジカンヲカケテシコクノハンブンホドノヒロサヲアタッタ	ノベジカンヲカケテシコクノハンブンホドノヒロサヲワタッタ	延べ150万時間をかけて、四国の半分ほどの広さを当たった。	延べ150万時間をかけて四国の半分ほどの広さを渡った。
c807-3	読み一致		ソノオチワリホドハアルイテサガシテエル	ソノオチワリホドハアルイテサガシテエル	そのうち3割ほどは、歩いて捜している。	そのうち三割ほどは歩いて探している。
c808-1	読み一致		ヘビノイルヌマドロノカワゾコ	ヘビノイルヌマドロノカワゾコ	蛇のいる沼。泥の川底。	蛇のいる沼、泥の川底
c808-2	読みが違う	イッパ→ハ	アサイッパイカケテメエトルホドシカススメナイヤブモアッタ	アサハイカケテメエトルホドシカススメナイヤブモアッタ	朝いっぱいかけて、百メートルほどしか進めない藪もあった。	朝一杯かけて百メートルほどしか進めない藪もあった。
c809-1	読み一致		ソラカラハヘリコプタアキトコテエツバサキキガデタ	ソラカラハヘリコプタアキトコテエツバサキキガデタ	空からはヘリコプター37機と、固定翼機7機が出た。	空からはヘリコプター三十七機と固定翼機七機が出た。
c809-2	読み一致		ソノヘリコプタアキガコショオデオチニンガナクナッテエル	ソノヘリコプタアキガコショオデオチニンガナクナッテエル	そのヘリコプター1機が故障で落ち、2人が亡くなっている。	そのヘリコプター1機が故障で落ち、二人が亡くなっている。
c809-3	読みが違う	ア→ヤ	ケエヤクノソオジュウシジュウルズマイアトシンリンキョクノチャアルズクレネク	ケエヤクノソオジュウシジュウルズマイヤトシンリンキョクノチャアルズクレネク	契約の操縦士ジュールズ・マイアと、森林局のチャールズ・クレネク。	契約の操縦士ジュールズマイヤと森林局のチャールズクレネク
c810-1	読み一致		ミズウミノソコモサガシテエルソナアデヘエホオキロメエトルヲコエテシラベタ	ミズウミノソコモサガシテエルソナアデヘエホオキロメエトルヲコエテシラベタ	湖の底も探している。ソナーで80平方キロメートルを超えて調べた。	湖の底も探している。ソナーで八十平方キロメートルを超えて調べた。
c810-2	読み一致		モグッタニンノシカイハニゴッテエテセンチシカナイ	モグッタニンノシカイハニゴッテエテセンチシカナイ	潜った60人の視界は、濁っていて数センチしかない。	潜った六十人の視界は濁っていて数センチしかない。
c810-3	読み一致		ソレダケヤッテベツノミズウミデテンガヒロエタダケダッタ	ソレダケヤッテベツノミズウミデテンガヒロエタダケダッタ	それだけやって、別の湖で1点が拾えただけだった。	それだけやって別の湖で一点が拾えただけだった。
c811-1	読み一致		ミツケタハヘンハイチヲキロクシシャシンヲトッテカラハコバレタ	ミツケタハヘンハイチヲキロクシシャシンヲトッテカラハコバレタ	見つけた破片は、位置を記録し、写真を撮ってから運ばれた。	見つけた破片は位置を記録し、写真を撮ってから運ばれた。
c811-2	読みが違う	—→テン	カイシュウサレタノハテン	カイシュウサレタノハテンテン	回収されたのは83,900点。	回収されたのは八十千点九百点。
c812-1	読みが違う	—→リ	ナラベテエクトオチタバショニキソクガアッタ	ナラベテエクトオチタバショニキソクガアッタリ	並べていくと、落ちた場所に規則があった。	並べていくと落ちた場所に規則があったり
c812-2	読み一致		ニシデオチタモノホドサキニハナレテエタ	ニシデオチタモノホドサキニハナレテエタ	西で落ちた物ほど、先に離れていた	西で落ちたものほど先に離れていた。
c813-1	読みが違う	ハヘ→バケ	ハヘンハケネディウチュウセンタアノオオキナカクノオコヘアツメラレタ	バケンハケネディウチュウセンタアノオオキナカクノオコヘアツメラレタ	破片は、ケネディ宇宙センターの大きな格納庫へ集められた。	馬券はケネディ宇宙センターの大きな格納庫へ集められた。
c813-2	読み一致		ユカニテエプヲハリキタイデモトアッタバショノチカクニオイテエク	ユカニテエプヲハリキタイデモトアッタバショノチカクニオイテエク	床にテープを貼り、機体で元あった場所の近くに置いていく。	床にテープを貼り、機体で元あった場所の近くに置いていく。
c814-1	読み一致		ミギノツバサノハヘンハオオクミツカッタヒダリノツバサハスクナイ	ミギノツバサノハヘンハオオクミツカッタヒダリノツバサハスクナイ	右の翼の破片は多く見つかった。左の翼は少ない。	右の翼の破片は多く見つかった。左の翼は少ない。
c814-2	読み一致		シカモヒダリノツバサノオチソトガワノパネルホドニシデミツカッテエル	シカモヒダリノツバサノオチソトガワノパネルホドニシデミツカッテエル	しかも左の翼のうち、外側のパネルほど西で見つかっている。	しかも左の翼のうち、外側のパネルほど西で見つかっている。
c814-3	読み一致		ウチガワノパネルハズットヒガシダッタ	ウチガワノパネルハズットヒガシダッタ	内側のパネルは、ずっと東だった。	内側のパネルはずっと東だった
c815-1	読みが違う	デ→テ	イチバンニシデミツカッタタイネツタイルハマイメトマイメノマウシロノモノ	イチバンニシテミツカッタタイネツタイルハマイメトマイメノマウシロノモノ	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。	一番にして見つかった耐熱タイルは八枚目と九枚目の真後ろのもの。
c815-2	読み一致		マイメノパネルノハヘンダケハオビノゼンタイニチラバッテエタ	マイメノパネルノハヘンダケハオビノゼンタイニチラバッテエタ	8枚目のパネルの破片だけは、帯の全体に散らばっていた。	八枚目のパネルの破片だけは帯の全体に散らばっていた。
c816-1	読み一致		コノキソクヲアテハメルトコワレタジュンガヨメル	コノキソクヲアテハメルトコワレタジュンガヨメル	この規則を当てはめると、壊れた順が読める。	この規則を当てはめると、壊れた順が読める。
c816-2	読みが違う	マ→メ	ダカラサイショニコワレタノハヒダリノツバサノマイマノアタリダトワカッタ	ダカラサイショニコワレタノハヒダリノツバサノマイメノアタリダトワカッタ	だから、最初に壊れたのは左の翼の8枚目のあたりだと分かった。	だから最初に壊れたのは左の翼の八枚目の辺りだとわかった。
c817-1	読みが違う	—→サンガ／キ→—	ツキニチテキサスシュウヘンフィルノチカクデキロクソオチガミツカッタ	サンガツニチテキサスシュウヘンフィルノチカクデキロクソオチガミツカッタ	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。	三月十九日、テキサス州ヘンフィルの近くで記録装置が見つかった。
c817-2	読み一致		ホボムキズダッタオチルチカラニタエルセッケエデハナカッタノニデアル	ホボムキズダッタオチルチカラニタエルセッケエデハナカッタノニデアル	ほぼ無傷だった。落ちる力に耐える設計ではなかったのに、である。	ほぼ無傷だった。落ちる力に耐える設計ではなかったのに、である。
c818-1	読みが違う	—→ア／—→テン	ナカニハコノセンサノネガヤクキロノテエプニノコッテエタ	ナカニハコノセンサアノネガヤクテンキロノテエプニノコッテエタ	中には、800個のセンサの値が、約2.9キロのテープに残っていた。	中には八百個のセンサーの値が約二点九キロのテープに残っていた。
c818-2	読みが違う	アト→ノチ	デンパガキレタアトノビョオブンマデキロクサレテエル	デンパガキレタノチノビョオブンマデキロクサレテエル	電波が切れたあとの14秒分まで記録されている。	電波が切れた後の14秒分まで記録されている。
c819-1	読み一致		ハハヘンヲカエスヒトヲツミニトワナイキカンヲニチカンモオケタ	ハハヘンヲカエスヒトヲツミニトワナイキカンヲニチカンモオケタ	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。	NASAは破片を返す人を罪に問わない期間を数日間設けた。
c819-2	読み一致		チジョオデケガヲシタヒトハデズバイショオハヤクドルニトドマッテエル	チジョオデケガヲシタヒトハデズバイショオハヤクドルニトドマッテエル	地上でけがをした人は出ず、賠償は約5万ドルにとどまっている。	地上で怪我をした人は出ず、賠償は約五万ドルにとどまっている。
c820-1	読みが違う	キログラム→—	アツマッタハヘンハアワセテヤクキログラムポンド	アツマッタハヘンハアワセテヤクポンド	集まった破片は、合わせて約38,500キログラム（84,900ポンド）。	集まった破片は合わせて約38,500kg、84,900ポンド。
c820-2	読み一致		キタイノネンリョオヤニモツヲノゾイタオモサノパアセントニアタル	キタイノネンリョオヤニモツヲノゾイタオモサノパアセントニアタル	機体の、燃料や荷物を除いた重さの38パーセントにあたる。	機体の燃料や荷物を除いた重さの三十八パーセントにあたる。
c901-1	読み一致		ヒロイアツメタハヘンハコタエアワセノザイリョオニナッタ	ヒロイアツメタハヘンハコタエアワセノザイリョオニナッタ	拾い集めた破片は、答え合わせの材料になった。	拾い集めた破片は答え合わせの材料になった。
c901-2	読み一致		イインカイハデンパガトギレタジカンイナイニタチアガリカゲツカケテシラベテエル	イインカイハデンパガトギレタジカンイナイニタチアガリカゲツカケテシラベテエル	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。	委員会は電波が途切れた二時間以内に立ち上がり、七ヶ月かけて調べている。
c901-3	読み一致		ニンノイイントニンヲコエルチョオサインガクワワッタ	ニンノイイントニンヲコエルチョオサインガクワワッタ	13人の委員と、120人を超える調査員が加わった。	十三人の委員と百二十人を超える調査員が加わった。
c902-1	読み一致		ブツリテキナゲンインハコオカカレテエル	ブツリテキナゲンインハコオカカレテエル	物理的な原因は、こう書かれている。	物理的な原因はこう書かれている。
c902-2	読みが違う	フチ→エン	ヒダリノツバサノマエノフチノネツヲフセグシクミガヤブラレタコト	ヒダリノツバサノマエノエンノネツヲフセグシクミガヤブラレタコト	左の翼の前のふちの熱を防ぐ仕組みが、破られたこと。	左の翼の前の縁の熱を防ぐ仕組みが破られたこと。
c902-3	読みが違う	ヤ→ギャ／シタ→ト	ヤブッタノハダンネツザイヘンアタッタノハマイメノシタハンブンデアル	ギャブッタノハダンネツザイヘンアタッタノハマイメノトハンブンデアル	破ったのは断熱材一片。当たったのは8枚目の下半分である。	ギャブったのは断熱材一辺、当たったのは八枚目の一と半分である。
c903-1	読み一致		サイトツニュウノトキソノアナカラチョオコオオンノクウキガツバサノナカヘハイッタ	サイトツニュウノトキソノアナカラチョオコオオンノクウキガツバサノナカヘハイッタ	再突入のとき、その穴から超高温の空気が翼の中へ入った。	再突入の時、その穴から超高温の空気が翼の中へ入った。
c903-2	読み一致		クウキハアルミノホネグミヲスコシズツトカシツバサハチカラニマケタ	クウキハアルミノホネグミヲスコシズツトカシツバサハチカラニマケタ	空気はアルミの骨組みを少しずつ溶かし、翼は力に負けた。	空気はアルミの骨組みを少しずつ溶かし、翼は力に負けた。
c904-1	読み一致		ゲンインハモオヒトツカカレテエルソシキノゲンインデアル	ゲンインハモオヒトツカカレテエルソシキノゲンインデアル	原因はもう一つ書かれている。組織の原因である。	原因はもう一つ書かれている組織の原因である。
c904-2	読み一致		イインカイハソレヲブツリテキナゲンイントオナジオモサデアツカッタ	イインカイハソレヲブツリテキナゲンイントオナジオモサデアツカッタ	委員会はそれを、物理的な原因と同じ重さで扱った。	委員会はそれを物理的な原因と同じ重さで扱った。
c905-1	読みが違う	ヨ→ジョ	ヨサンノフソクユレルユウセンジュンイニッテエノアツリョク	ジョサンノフソクユレルユウセンジュンイニッテエノアツリョク	予算の不足。揺れる優先順位。日程の圧力。	助産の不足、揺れる優先順位、日程の圧力。
c905-2	読み一致		カイハツチュウノキタイナノニカンセエシタノリモノトシテアツカッタコト	カイハツチュウノキタイナノニカンセエシタノリモノトシテアツカッタコト	開発中の機体なのに、完成した乗り物として扱ったこと。	開発中の機体なのに完成した乗り物として扱ったこと。
c905-3	読み一致		カコノセエコオヲギジュツノケントオノカワリニシテエタコト	カコノセエコオヲギジュツノケントオノカワリニシテエタコト	過去の成功を、技術の検討の代わりにしていたこと。	過去の成功を技術の検討の代わりにしていたこと。
c906-1	読み一致		オキテハイケナイコトガクリカエサレルウチニフツウニナル	オキテハイケナイコトガクリカエサレルウチニフツウニナル	起きてはいけないことが、繰り返されるうちに普通になる。	起きてはいけないことが繰り返されるうちに普通になる。
c906-2	読み一致		コレヲシャカイガクシャハイツダツノジョオタイカトヨンダ	コレヲシャカイガクシャハイツダツノジョオタイカトヨンダ	これを社会学者は「逸脱の常態化」と呼んだ。	これを社会学者は逸脱の状態化と呼んだ。
c906-3	読み一致		セッケエドオリデナイママトブコトガユルセルコトニナッテエタ	セッケエドオリデナイママトブコトガユルセルコトニナッテエタ	設計どおりでないまま飛ぶことが、許せることになっていた。	設計通りでないまま飛ぶことが許せることになっていた。
c907-1	読み一致		イインカイハアトランティスゴオデカイトンダホンモノノパネルニダンネツザイヲウチコンダ	イインカイハアトランティスゴオデカイトンダホンモノノパネルニダンネツザイヲウチコンダ	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。	委員会はアトランティス号で二十六回飛んだ本物のパネルに断熱材を打ち込んだ。
c907-2	読みが違う	—→ヨロコ	マイメノパネルニジュウオオセンチホドノアナガヒライタ	マイメノパネルニジュウオオヨロコセンチホドノアナガヒライタ	8枚目のパネルに、縦横40センチほどの穴が開いた。	八枚目のパネルに縦横よろこ四十センチほどの穴が開いた。
