行	型	該当	本文
c805-2	数詞＋助数詞	2日	事故の2日後、運輸大臣の徳永正利は「49名、1名はまだ確認されていない」と述べた。
c805-2	鉤括弧	「	事故の2日後、運輸大臣の徳永正利は「49名、1名はまだ確認されていない」と述べた。
c805-2	鉤括弧	」	事故の2日後、運輸大臣の徳永正利は「49名、1名はまだ確認されていない」と述べた。
c805-2	EL_YOMI 既存	2日後→ふつかご×1	事故の2日後、運輸大臣の徳永正利は「49名、1名はまだ確認されていない」と述べた。
c805-2	EL_YOMI 既存	49名→よんじゅうきゅうめい×1	事故の2日後、運輸大臣の徳永正利は「49名、1名はまだ確認されていない」と述べた。
c805-2	EL_YOMI 既存	1名→いちめい×1	事故の2日後、運輸大臣の徳永正利は「49名、1名はまだ確認されていない」と述べた。
c806-2	同形異音語（一般）	日	事故の翌日、運輸大臣は国会で、一行のことをこう説明している。
c808-1	同形異音語（一般）	上	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	同形異音語（一般）	人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	同形異音語（一般）	人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	同形異音語（一般）	人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	同形異音語（一般）	人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	数詞＋助数詞	22人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	数詞＋助数詞	15人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	数詞＋助数詞	1人	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	EL_YOMI 既存	22人→二十二人×1	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	EL_YOMI 既存	15人→じゅうごにん×1	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-1	EL_YOMI 既存	1人→ひとり×1	大臣が読み上げた内訳を足すと、銀行が22人、商社に入る人が15人、生命保険が1人。
c808-2	同形異音語（一般）	事	ほかに添乗員や旅行の仕事の人たち。まだ確かめていない人もいる、と大臣は断った。
c808-2	同形異音語（一般）	人	ほかに添乗員や旅行の仕事の人たち。まだ確かめていない人もいる、と大臣は断った。
c808-2	同形異音語（一般）	人	ほかに添乗員や旅行の仕事の人たち。まだ確かめていない人もいる、と大臣は断った。
c808-2	§6の語（9.11）	乗員	ほかに添乗員や旅行の仕事の人たち。まだ確かめていない人もいる、と大臣は断った。
c809-2	数詞＋助数詞	9日	事故の9日後、国会で議員がそう述べ、補償の難しさを問うている。
c809-2	EL_YOMI 既存	9日後→ここのかご×1	事故の9日後、国会で議員がそう述べ、補償の難しさを問うている。
c810-2	同形異音語（実績）	方	補償は、切符の運送契約をもとに、双方の弁護士が話し合うのが、まず考えられる道だと。
c810-2	同形異音語（実績）	話	補償は、切符の運送契約をもとに、双方の弁護士が話し合うのが、まず考えられる道だと。
c812-1	同形異音語（一般）	日	遺族たちは、遺体に会えないまま、3月11日の夜に羽田空港へ帰ってきた。
c812-1	数詞＋助数詞	3月	遺族たちは、遺体に会えないまま、3月11日の夜に羽田空港へ帰ってきた。
c812-1	数詞＋助数詞	11日	遺族たちは、遺体に会えないまま、3月11日の夜に羽田空港へ帰ってきた。
c812-1	EL_YOMI 既存	3月11日→さんがつじゅういちにち×1	遺族たちは、遺体に会えないまま、3月11日の夜に羽田空港へ帰ってきた。
c813-2	§6の語（コロンビア号）	報告書	報告書は、パリの設備の不足を挙げ、大型機の時代に合わせた備えの検討を勧めた。
c814-1	同形異音語（一般）	人	慰霊の場所には、亡くなった人たちの名前が刻まれている。写真は1997年のものだ。
c814-1	数詞＋助数詞	1997年	慰霊の場所には、亡くなった人たちの名前が刻まれている。写真は1997年のものだ。
c814-1	EL_YOMI 既存	写真は1997年→写真は せんきゅうひゃくきゅうじゅうななねん×1	慰霊の場所には、亡くなった人たちの名前が刻まれている。写真は1997年のものだ。
c815-1	数詞＋助数詞	3か月	事故の3か月後、アメリカ上院の委員会は、調べた結果を報告にまとめた。
c815-1	§6の語（9.11）	委員会	事故の3か月後、アメリカ上院の委員会は、調べた結果を報告にまとめた。
c815-1	§6の語（コロンビア号）	委員会	事故の3か月後、アメリカ上院の委員会は、調べた結果を報告にまとめた。
c815-1	EL_YOMI 既存	3か月後→さんかげつご×1	事故の3か月後、アメリカ上院の委員会は、調べた結果を報告にまとめた。
c816-1	数詞＋助数詞	1976年	フランスの事故調査委員会の最終報告は、1976年2月に出た。
c816-1	数詞＋助数詞	2月	フランスの事故調査委員会の最終報告は、1976年2月に出た。
c816-1	§6の語（9.11）	委員会	フランスの事故調査委員会の最終報告は、1976年2月に出た。
c816-1	§6の語（コロンビア号）	委員会	フランスの事故調査委員会の最終報告は、1976年2月に出た。
c816-1	EL_YOMI 既存	1976年2月→せんきゅうひゃくななじゅうろくねん 二月×1	フランスの事故調査委員会の最終報告は、1976年2月に出た。
c817-1	§6の語（コロンビア号）	報告書	報告書には、音声の記録の書き起こしや、係員たちの供述が、付属書として付いている。
c817-1	§6の語（テネリフェ）	書き起こし	報告書には、音声の記録の書き起こしや、係員たちの供述が、付属書として付いている。
c818-1	§6の語（コロンビア号）	報告書	報告書は、事故の原因を、こうまとめている。
c819-1	同形異音語（一般）	物	原因は、飛行中に貨物ドアが外れたこと
c820-1	§6の語（テネリフェ）	離陸	そのもとにあったのは、離陸の前に、ドアの錠が正しくかかっていなかったことだ。
c821-1	英字・記号	SB	要因は重なっていた。SB 52-37が、一部しか行われていなかったこと。
c821-1	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	要因は重なっていた。SB 52-37が、一部しか行われていなかったこと。
c821-3	§6の語（コロンビア号）	報告書	当時の窓は小さく、確かめにくかった、と報告書は書き添えている。
c822-1	同形異音語（一般）	下	報告書は、床の空気の逃げ道が小さく、ケーブルがすべて床下を通っていたことも挙げる。
c822-1	§6の語（コロンビア号）	報告書	報告書は、床の空気の逃げ道が小さく、ケーブルがすべて床下を通っていたことも挙げる。
c822-1	§6の語（三豊百貨店）	床	報告書は、床の空気の逃げ道が小さく、ケーブルがすべて床下を通っていたことも挙げる。
c822-1	§6の語（三豊百貨店）	床	報告書は、床の空気の逃げ道が小さく、ケーブルがすべて床下を通っていたことも挙げる。
c822-2	同形異音語（一般）	目	これらの危険はウィンザーの事故で分かっていたのに、効き目のある直しは無かった、と。
c901-1	同形異音語（一般）	物	事故の4日後、FAAはアメリカの航空会社に電報で、貨物ドアについて命令を出した。
c901-1	数詞＋助数詞	4日	事故の4日後、FAAはアメリカの航空会社に電報で、貨物ドアについて命令を出した。
c901-1	英字・記号	FAA	事故の4日後、FAAはアメリカの航空会社に電報で、貨物ドアについて命令を出した。
c901-1	EL_YOMI 既存	4日後→よっかご×1	事故の4日後、FAAはアメリカの航空会社に電報で、貨物ドアについて命令を出した。
c901-2	数詞＋助数詞	1年	ウィンザーの事故から、1年9か月がたっていた。
c901-2	数詞＋助数詞	9か月	ウィンザーの事故から、1年9か月がたっていた。
c901-2	EL_YOMI 既存	1年9か月→いちねんきゅうかげつ×1	ウィンザーの事故から、1年9か月がたっていた。
c902-1	数詞＋助数詞	7つ	のちの改正も含め、52-37など7つのSBが、初めて命令になった。
c902-1	英字・記号	SB	のちの改正も含め、52-37など7つのSBが、初めて命令になった。
c902-1	EL_YOMI 既存	52-37など7つ→ごじゅうにの さんじゅうなな など ななつ×1	のちの改正も含め、52-37など7つのSBが、初めて命令になった。
c902-2	同形異音語（一般）	物	飛ぶ前に、乗員が貨物ドアを確かめることも決められた。
c902-2	§6の語（9.11）	乗員	飛ぶ前に、乗員が貨物ドアを確かめることも決められた。
c903-1	同形異音語（一般）	日	アメリカの官報に載ったのは4月2日。この日から、だれにでも効力を持った。
c903-1	同形異音語（一般）	日	アメリカの官報に載ったのは4月2日。この日から、だれにでも効力を持った。
c903-1	数詞＋助数詞	4月	アメリカの官報に載ったのは4月2日。この日から、だれにでも効力を持った。
c903-1	数詞＋助数詞	2日	アメリカの官報に載ったのは4月2日。この日から、だれにでも効力を持った。
c903-1	EL_YOMI 既存	のは4月2日→のは しがつふつか×1	アメリカの官報に載ったのは4月2日。この日から、だれにでも効力を持った。
c903-2	英字・記号	DC	その少し前、日本の運輸省は国会で、日本にはまだDC-10は無いと答えている。
c903-2	EL_YOMI 既存	DC-10→ディーシーテン×1	その少し前、日本の運輸省は国会で、日本にはまだDC-10は無いと答えている。
c903-3	§6の語（キー橋）	NTSB	日本航空が入れる予定の機体には、FAAとNTSBの勧告を最低限求める、とも述べた。
c903-3	§6の語（9.11）	機体	日本航空が入れる予定の機体には、FAAとNTSBの勧告を最低限求める、とも述べた。
c903-3	英字・記号	FAA	日本航空が入れる予定の機体には、FAAとNTSBの勧告を最低限求める、とも述べた。
c903-3	英字・記号	NTSB	日本航空が入れる予定の機体には、FAAとNTSBの勧告を最低限求める、とも述べた。
c904-1	文頭の数字	7	7月には、通気扉の改修や、のぞき窓の取り替えなど、さらに5つのSBが義務になった。
c904-1	数詞＋助数詞	7月	7月には、通気扉の改修や、のぞき窓の取り替えなど、さらに5つのSBが義務になった。
c904-1	数詞＋助数詞	5つ	7月には、通気扉の改修や、のぞき窓の取り替えなど、さらに5つのSBが義務になった。
c904-1	英字・記号	SB	7月には、通気扉の改修や、のぞき窓の取り替えなど、さらに5つのSBが義務になった。
c904-1	EL_YOMI 既存	さらに5つ→さらに いつつ×1	7月には、通気扉の改修や、のぞき窓の取り替えなど、さらに5つのSBが義務になった。
c904-1	EL_YOMI 既存	7月には→七月には×1	7月には、通気扉の改修や、のぞき窓の取り替えなど、さらに5つのSBが義務になった。
c905-1	文頭の数字	1	1975年8月、FAAは床にも手を入れた。
c905-1	数詞＋助数詞	1975年	1975年8月、FAAは床にも手を入れた。
c905-1	数詞＋助数詞	8月	1975年8月、FAAは床にも手を入れた。
c905-1	§6の語（三豊百貨店）	床	1975年8月、FAAは床にも手を入れた。
c905-1	英字・記号	FAA	1975年8月、FAAは床にも手を入れた。
c905-1	EL_YOMI 既存	1975年8月→千九百七十五年 はちがつ×1	1975年8月、FAAは床にも手を入れた。
c905-2	同形異音語（一般）	下	床下の貨物室に大きな穴が開いても、床が崩れないようにせよ、という命令だ。
c905-2	§6の語（コロンビア号）	貨物室	床下の貨物室に大きな穴が開いても、床が崩れないようにせよ、という命令だ。
c905-2	§6の語（三豊百貨店）	床	床下の貨物室に大きな穴が開いても、床が崩れないようにせよ、という命令だ。
c905-2	§6の語（三豊百貨店）	床	床下の貨物室に大きな穴が開いても、床が崩れないようにせよ、という命令だ。
c905-3	数詞＋助数詞	1977年	期限は、のちの改正で、1977年の終わりまでとされた。
c905-3	EL_YOMI 既存	1977年→せんきゅうひゃくななじゅうななねん×1	期限は、のちの改正で、1977年の終わりまでとされた。
c906-1	小数	1.86	考える穴の大きさは、少なくとも約1.86平方メートル（20平方フィート）。
c906-1	同形異音語（実績）	方	考える穴の大きさは、少なくとも約1.86平方メートル（20平方フィート）。
c906-1	同形異音語（実績）	方	考える穴の大きさは、少なくとも約1.86平方メートル（20平方フィート）。
c906-1	EL_YOMI 既存	20平方フィート→にじゅう平方フィート×1	考える穴の大きさは、少なくとも約1.86平方メートル（20平方フィート）。
c906-1	EL_YOMI 既存	1.86→いってんはちろく×1	考える穴の大きさは、少なくとも約1.86平方メートル（20平方フィート）。
c906-2	数詞＋助数詞	1枚	畳1枚より、少し大きい。
c906-2	EL_YOMI 既存	1枚→いちまい×1	畳1枚より、少し大きい。
c907-1	英字・記号	DC	対象はDC-10だけではない。
c907-1	EL_YOMI 既存	DC-10→ディーシーテン×1	対象はDC-10だけではない。
c907-2	英字・記号	L	ロッキードL-1011、ボーイング747、エアバスA300にも及んだ。
c907-2	英字・記号	A	ロッキードL-1011、ボーイング747、エアバスA300にも及んだ。
c907-2	EL_YOMI 既存	ロッキードL-1011→ロッキード エルテンイレブン×1	ロッキードL-1011、ボーイング747、エアバスA300にも及んだ。
c907-2	EL_YOMI 既存	エアバスA300→エアバス エーさんびゃく×1	ロッキードL-1011、ボーイング747、エアバスA300にも及んだ。
c907-2	EL_YOMI 既存	747→ななよんなな×1	ロッキードL-1011、ボーイング747、エアバスA300にも及んだ。
c908-1	同形異音語（実績）	方	命令が求めたのは、空気の逃げ道を足すか、床を強くするか、その両方だった。
c908-1	§6の語（三豊百貨店）	床	命令が求めたのは、空気の逃げ道を足すか、床を強くするか、その両方だった。
c908-2	文頭の数字	1	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	同形異音語（一般）	目	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	数詞＋助数詞	1972年	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	数詞＋助数詞	2つ	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	§6の語（キー橋）	NTSB	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	§6の語（コロンビア号）	貨物室	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	英字・記号	NTSB	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	EL_YOMI 既存	1972年にNTSB→千九百七十二年にNTSB×1	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c908-2	EL_YOMI 既存	2つ目→ふたつめ×1	1972年にNTSBが勧めた2つ目も、客室と貨物室のあいだの空気の逃げ道だった。
c909-1	文頭の数字	1	1976年、フランスの最終報告は、5つの勧告を出した。
c909-1	数詞＋助数詞	1976年	1976年、フランスの最終報告は、5つの勧告を出した。
c909-1	数詞＋助数詞	5つ	1976年、フランスの最終報告は、5つの勧告を出した。
c909-1	EL_YOMI 既存	1976年、フランス→千九百七十六年、フランス×1	1976年、フランスの最終報告は、5つの勧告を出した。
c909-1	EL_YOMI 既存	5つ→いつつ×1	1976年、フランスの最終報告は、5つの勧告を出した。
c909-2	文頭の数字	1	1つ目は、事故のあとに決まった改修を義務にし、同じ型の全機に早く行うこと。
c909-2	同形異音語（一般）	目	1つ目は、事故のあとに決まった改修を義務にし、同じ型の全機に早く行うこと。
c909-2	数詞＋助数詞	1つ	1つ目は、事故のあとに決まった改修を義務にし、同じ型の全機に早く行うこと。
c909-2	EL_YOMI 既存	1つ目→ひとつめ×1	1つ目は、事故のあとに決まった改修を義務にし、同じ型の全機に早く行うこと。
c910-1	数詞＋助数詞	1つ	そのうち1つは、ウィンザーのあとの対応を、こう振り返っている。
c910-1	EL_YOMI 既存	1つ→ひとつ×1	そのうち1つは、ウィンザーのあとの対応を、こう振り返っている。
c910-2	英字・記号	AD	ADが使われず、対策は義務にならず、関係者への注意の呼びかけも足りなかった。
c912-1	同形異音語（一般）	人	ドアを扱う人や、閉まりを確かめる人の訓練は、国が認めた細かい計画で行うこと。
c912-1	同形異音語（一般）	人	ドアを扱う人や、閉まりを確かめる人の訓練は、国が認めた細かい計画で行うこと。
c913-1	同形異音語（一般）	人	ダグラス社は検査のはんこの数を減らし、持つ人に半年ごとの署名をさせることにした。
c914-1	§6の語（9.11）	委員会	上院の委員会によれば、アメリカの航空会社の機体にも、
c914-1	§6の語（9.11）	機体	上院の委員会によれば、アメリカの航空会社の機体にも、
c914-1	§6の語（コロンビア号）	委員会	上院の委員会によれば、アメリカの航空会社の機体にも、
c914-2	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	パリの事故のあとまで52-37を済ませていなかったものが、少なくとも1機あった。
c914-2	EL_YOMI 既存	1機→いっき×1	パリの事故のあとまで52-37を済ませていなかったものが、少なくとも1機あった。
c914-3	同形異音語（一般）	物	貨物ドアの命令は、1975年の終わりまでに、4回書き足された。
c914-3	数詞＋助数詞	1975年	貨物ドアの命令は、1975年の終わりまでに、4回書き足された。
c914-3	数詞＋助数詞	4回	貨物ドアの命令は、1975年の終わりまでに、4回書き足された。
c914-3	EL_YOMI 既存	1975年→せんきゅうひゃくななじゅうごねん×1	貨物ドアの命令は、1975年の終わりまでに、4回書き足された。
c914-3	EL_YOMI 既存	4回書き→よんかい書き×1	貨物ドアの命令は、1975年の終わりまでに、4回書き足された。
c915-1	数詞＋助数詞	2010年	エルムノンヴィルの森には、この事故の石碑が立っている。写真は2010年のものだ。
c915-1	EL_YOMI 既存	写真は2010年→写真は二千十年×1	エルムノンヴィルの森には、この事故の石碑が立っている。写真は2010年のものだ。
c916-1	同形異音語（一般）	目	ドアは、閉まったように見えた。係員の目にも、操縦室の灯りにも。
c916-1	§6の語（9.11）	操縦室	ドアは、閉まったように見えた。係員の目にも、操縦室の灯りにも。
c916-1	§6の語（テネリフェ）	操縦室	ドアは、閉まったように見えた。係員の目にも、操縦室の灯りにも。
c917-1	数詞＋助数詞	2年	その弱点は、2年近く前の事故で、はっきり姿を見せていた。
c917-1	EL_YOMI 既存	2年近く→にねんちかく×1	その弱点は、2年近く前の事故で、はっきり姿を見せていた。
c918-1	同形異音語（一般）	物	そして、記録では付いていたはずの板が、実物には無かった。調整にも誤りがあった。
c918-1	§6の語（三豊百貨店）	板	そして、記録では付いていたはずの板が、実物には無かった。調整にも誤りがあった。
c919-1	文頭の数字	3	346人の中には、入社を控えていた、日本の若者たちもいた。
c919-1	同形異音語（一般）	人	346人の中には、入社を控えていた、日本の若者たちもいた。
c919-1	数詞＋助数詞	346人	346人の中には、入社を控えていた、日本の若者たちもいた。
c919-1	EL_YOMI 既存	346人の中→三百四十六人の中×1	346人の中には、入社を控えていた、日本の若者たちもいた。
