行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c714-2	読み一致		ソノヘンジガシレエブノイルフネカラオクラレタノハヨクジツニナッテカラデアル	ソノヘンジガシレエブノイルフネカラオクラレタノハヨクジツニナッテカラデアル	その返事が、司令部のいる船から送られたのは、翌日になってからである。	その返事が司令部のいる船から送られたのは翌日になってからである。
c715-1	読み一致		イッポオデベツノジョオカンカラハサギョオヲヤメテキンゾクノタテモノニハイレトイウメエレエガデタ	イッポオデベツノジョオカンカラハサギョオヲヤメテキンゾクノタテモノニハイレトイウメエレエガデタ	一方で、別の上官からは、作業をやめて金属の建物に入れという命令が出た。	一方で、別の上官からは「作業をやめて金属の建物に入れ」という命令が出た。
c715-2	読み一致		ヒヅケガカワルコロノコトデアル	ヒヅケガカワルコロノコトデアル	日付が変わるころのことである。	日付が変わる頃のことである。
c716-1	読みが違う	ロ→ド	ヨクニチノヒルマエホオシャセンノカカリヲノセタミズカミヒコオキガロンゲリックノオエヲヒククトンダ	ヨクニチノヒルマエホオシャセンノカカリヲノセタミズカミヒコオキガドンゲリックノオエヲヒククトンダ	翌2日の昼前、放射線の係を乗せた水上飛行機が、ロンゲリックの上を低く飛んだ。	翌二日の昼前、放射線の係を乗せた水上飛行機がドンゲリックの上を低く飛んだ。
c716-2	読み一致		カカリハジョオクウカラハカッタスウジヲミテジブンノハンダンデシマヲソラニスルトキメタ	カカリハジョオクウカラハカッタスウジヲミテジブンノハンダンデシマヲソラニスルトキメタ	係は、上空から測った数字を見て、自分の判断で島を空にすると決めた。	係は上空から測った数字を見て、自分の判断で島を空にすると決めた。
c716-3	読み一致		オリテハカルトタテモノノナカデモソトデモツヨイホオシャセンガアッタ	オリテハカルトタテモノノナカデモソトデモツヨイホオシャセンガアッタ	降りて測ると、建物の中でも外でも、強い放射線があった。	降りて測ると、建物の中でも外でも強い放射線があった。
c717-1	読み一致		カカリハタイノセキニンシャニサキニハコブニンヲエラブヨオタノンダ	カカリハタイノセキニンシャニサキニハコブニンヲエラブヨオタノンダ	係は隊の責任者に、先に運ぶ8人を選ぶよう頼んだ。	係は隊の責任者に先に運ぶ八人を選ぶよう頼んだ。
c717-2	読み一致		ニンハミョオジノアルファベットジュンニキメラレタ	ニンハミョオジノアルファベットジュンニキメラレタ	8人は、名字のアルファベット順に決められた。	八人は苗字のアルファベット順に決められた。
c718-1	読み一致		ヒコオキハヒルスギニニンヲノセテトビタチ	ヒコオキハヒルスギニニンヲノセテトビタチ	飛行機は、昼すぎに8人を乗せて飛び立ち、	飛行機は昼過ぎに八人を乗せて飛び立ち
c718-2	読み一致		ソノヒノオチニノコリノニンモハコビダシタ	ソノヒノオチニノコリノニンモハコビダシタ	その日のうちに、残りの20人も運び出した。	その日のうちに残りの二十人も運び出した。
c718-3	読みが違う	ェ→—	ニンハクェゼリンノキチヘハコバレタ	ニンハクゼリンノキチヘハコバレタ	28人は、クェゼリンの基地へ運ばれた。	28人はクゼリンの基地へ運ばれた。
c719-1	読み一致		オナジニチノゴゴミマワリノヒコオキガロンゲラップデツヨイホオシャセンヲトラエタ	オナジニチノゴゴミマワリノヒコオキガロンゲラップデツヨイホオシャセンヲトラエタ	同じ2日の午後、見回りの飛行機が、ロンゲラップで強い放射線をとらえた。	同じ二日の午後、見回りの飛行機がロンゲラップで強い放射線を捉えた。
c719-2	読み一致		ジュウミンヲハコビダストキマリクチクカンガスグニムカッタ	ジュウミンヲハコビダストキマリクチクカンガスグニムカッタ	住民を運び出すと決まり、駆逐艦がすぐに向かった。	住民を運び出すと決まり、駆逐艦がすぐに向かった。
c719-3	読み一致		ユウガタニハベツノヒコオキノカカリガシマニオリテスムバショノホオシャセンヲハカッタ	ユウガタニハベツノヒコオキノカカリガシマニオリテスムバショノホオシャセンヲハカッタ	夕方には、別の飛行機の係が島に降りて、住む場所の放射線を測った。	夕方には別の飛行機の係が島に降りて、住む場所の放射線を測った。
c720-1	読み一致		ヒナンガハジマッタノハニチノアサジハン	ヒナンガハジマッタノハニチノアサジハン	避難が始まったのは、3日の朝7時半。	避難が始まったのは三日の朝七時半。
c720-2	読み一致		バクハツカラマルニチガタッテエタ	バクハツカラマルニチガタッテエタ	爆発から、まる2日がたっていた。	爆発から丸二日が経っていた。
c720-3	読みが違う	シ→チ／アト→ゴ	チカクノカンショオデリョオヲシテエタニンモアトカラクチクカンニノセラレタ	チカクノカンチョオデリョオヲシテエタニンモゴカラクチクカンニノセラレタ	近くの環礁で漁をしていた18人も、あとから駆逐艦に乗せられた。	近くの干潮で漁をしていた十八人も後から駆逐艦に乗せられた。
c721-1	読みが違う	ミズカミ→スイジョオ	トシヨリヤビョオニンノニンハミズカミヒコオキデハコバレタ	トシヨリヤビョオニンノニンハスイジョオヒコオキデハコバレタ	年寄りや病人の16人は、水上飛行機で運ばれた。	年寄りや病人の十六人は水上飛行機で運ばれた。
c721-2	読み一致		ニチニハウトリックカンショオノニンモシマヲハナレジュウミンニンノヒナンガオワッタ	ニチニハウトリックカンショオノニンモシマヲハナレジュウミンニニンノヒナンガオワッタ	4日には、ウトリック環礁の157人も島を離れ、住民239人の避難が終わった。	四日にはウトリック環礁の百五十七人も島を離れ、住民に百三十九人の避難が終わった。
c721-3	読みが違う	クェゼ→ケズ	ヒナンシタヒトタチハフネノオエトクェゼリンデカラダノハイヲアライオトサレタ	ヒナンシタヒトタチハフネノオエトケズリンデカラダノハイヲアライオトサレタ	避難した人たちは、船の上とクェゼリンで、体の灰を洗い落とされた。	避難した人たちは船の上とケズリンで体の灰を洗い落とされた。
c722-1	読みが違う	ア→マ／バイ→パア	アビタホオシャセンハロンゲラップノヒトビトガイチバンオオクウトリックノオヨソバイ	マビタホオシャセンハロンゲラップノヒトビトガイチバンオオクウトリックノオヨソパア	浴びた放射線は、ロンゲラップの人々がいちばん多く、ウトリックのおよそ12倍。	マビタ放射線はロンゲラップの人々が一番多く、ウトリックのおよそ十二パー。
c722-2	読み一致		ヘエシノイタロンゲリックデハロンゲラップノハンブンチカクダッタ	ヘエシノイタロンゲリックデハロンゲラップノハンブンチカクダッタ	兵士のいたロンゲリックでは、ロンゲラップの半分近くだった。	兵士のいたロンゲリックではロンゲラップの半分近くだった。
c722-3	読み一致		ソシテシマノヒトビトガヒナンシタニチゴハイヲアビタギョセンガニッポンニカエリツク	ソシテシマノヒトビトガヒナンシタニチゴハイヲアビタギョセンガニッポンニカエリツク	そして島の人々が避難した10日後、灰を浴びた漁船が、日本に帰り着く。	そして島の人々が避難した。十日後、灰を浴びた漁船が日本に帰り着く。
c801-1	読みが違う	—→サンガ／キ→—	ツキニチヤイヅニモドッタノリクミインハ	サンガツニチヤイヅニモドッタノリクミインハ	3月14日、焼津に戻った乗組員は、	三月十四日、焼津に戻った乗組員は
c801-2	読み一致		ソノヒノオチニヤイヅノビョオインデシンサツヲウケテエル	ソノヒノオチニヤイヅノビョオインデシンサツヲウケテエル	その日のうちに、焼津の病院で診察を受けている。	その日のうちに焼津の病院で診察を受けている。
c802-1	読み一致		ヨクニチショオジョオノオモイノリクミインガトオキョオダイガクノビョオインヘオクラレタ	ヨクニチショオジョオノオモイノリクミインガトオキョオダイガクノビョオインヘオクラレタ	翌15日、症状の重い乗組員が、東京大学の病院へ送られた。	翌十五日、症状の重い乗組員が東京大学の病院へ送られた。
c802-2	読み一致		ソコデホオシャセンヲアビテエルコトガハッキリシタ	ソコデホオシャセンヲアビテエルコトガハッキリシタ	そこで、放射線を浴びていることがはっきりした。	そこで放射線を浴びていることがはっきりした。
c803-1	読み一致		ニチヨミウリシンブンガコノデキゴトヲツタエタ	ニチヨミウリシンブンガコノデキゴトヲツタエタ	16日、読売新聞がこの出来事を伝えた。	十六日、読売新聞がこの出来事を伝えた。
c803-2	読みが違う	ジ→チ	ビキニノハイノハナシハココカラニッポンジュウニシラレテエク	ビキニノハイノハナシハココカラニッポンチュウニシラレテエク	ビキニの灰の話は、ここから日本じゅうに知られていく。	ビキニの灰の話はここから日本中に知られていく。
c804-1	読みが違う	—→ファッタ	ノコルノリクミインモツキノゲジュンニトオキョオヘウツサレタ	ノコルノリクミインモファッタツキノゲジュンニトオキョオヘウツサレタ	残る乗組員も、3月の下旬に東京へ移された。	残る乗組員もファッタ7月の下旬に東京へ移された。
c804-2	読み一致		ニンハトオキョオダイガクノビョオイントコクリツトオキョオダイビョオインニワカレテニュウインシタ	ニンハトオキョオダイガクノビョオイントコクリツトオキョオダイビョオインニワカレテニュウインシタ	23人は、東京大学の病院と国立東京第一病院に分かれて入院した。	二十三人は東京大学の病院と国立東京第一病院に分かれて入院した。
c805-1	読み一致		モンダイハヒトノカラダダケデハナカッタ	モンダイハヒトノカラダダケデハナカッタ	問題は、人の体だけではなかった。	問題は人の体だけではなかった。
c805-2	読みが違う	ダ→バ	ダイフクリュウマルガモチカエッタマグロカラモホオシャノオガミツカッテエタ	バイフクリュウマルガモチカエッタマグロカラモホオシャノオガミツカッテエタ	第五福竜丸が持ち帰ったマグロからも、放射能が見つかっていた。	バイ五福。竜丸が持ち帰ったマグロからも放射能が見つかっていた。
c806-1	読みが違う	—→サンガ／キ→—	クニハツキニチミナミノオミカラモドルフネガハイルミナトヲツニシボッタ	クニハサンガツニチミナミノオミカラモドルフネガハイルミナトヲイツツニシボッタ	国は3月18日、南の海から戻る船が入る港を、5つに絞った。	国は三月十八日、南の海から戻る船が入る港を五つに絞った。
c806-2	読みが違う	フ→ホ／—→ニガ／キ→—	フネトサカナヲシラベルタメデアルケンサハソノトシノツキノオワリマデツヅイタ	ホネトサカナヲシラベルタメデアルケンサハソノトシノニガツノオワリマデツヅイタ	船と魚を調べるためである。検査は、その年の12月の終わりまで続いた。	骨と魚を調べるためである。検査はその年の十二、二月の終わりまで続いた。
c807-1	読み一致		ホオシャノオヲオビタマグロハゲンバクマグロトヨバレタ	ホオシャノオヲオビタマグロハゲンバクマグロトヨバレタ	放射能を帯びたマグロは、「原爆マグロ」と呼ばれた。	放射能を帯びたマグロは原爆マグロと呼ばれた。
c807-2	読み一致		サカナヤノミセサキニハウチデハウッテエナイトシラセルカンバンマデデタ	サカナヤノミセサキニハウチデハウッテエナイトシラセルカンバンマデデタ	魚屋の店先には、うちでは売っていない、と知らせる看板まで出た。	魚屋の店先にはうちでは売っていないと知らせる看板まで出た。
c808-1	読み一致		ソノトシノオワリマデニオセンサレタマグロヲミズアゲシタフネハキロクデセキ	ソノトシノオワリマデニオセンサレタマグロヲミズアゲシタフネハキロクデセキ	その年の終わりまでに、汚染されたマグロを水揚げした船は、記録で856隻。	その年の終わりまでに汚染されたマグロを水揚げした船は記録で八百五十六隻。
c808-2	読みが違う	—→サンガ／キ→—／—→ゴガ／キ→—／アト→ノチ	コレハブラボオカイデハナクツキカラツキマデノカイノジッケンノアトノカズデアル	コレハブラボオカイデハナクサンガツカラゴガツマデノカイノジッケンノノチノカズデアル	これはブラボー1回ではなく、3月から5月までの6回の実験のあとの数である。	これはブラボー一回ではなく、三月から五月までの六回の実験の後の数である。
c809-1	読みが違う	—→サンガ／キ→—	ツキニチゲンシリョクイインカイノストロオズイインチョオガダイトオリョオニスイバクジッケンヲホオコクシタ	サンガツニチゲンシリョクイインカイノストロオズイインチョオガダイトオリョオニスイバクジッケンヲホオコクシタ	3月30日、原子力委員会のストローズ委員長が、大統領に水爆実験を報告した。	三月三十日、原子力委員会のストローズ委員長が大統領に水爆実験を報告した。
c809-2	読み一致		ヨクニチイインチョオハダイフクリュウマルニツイテモノベテエル	ヨクニチイインチョオハダイフクリュウマルニツイテモノベテエル	翌31日、委員長は、第五福竜丸についても述べている。	翌三十一日、委員長は第五福竜丸についても述べている。
c810-1	読み一致		イインチョオニヨレバセンチョオハヒカリヲミテカラフンゴニオトヲキイタトハナシタトイウ	イインチョオニヨレバセンチョオハヒカリヲミテカラフンゴニオトヲキイタトハナシタトイウ	委員長によれば、船長は、光を見てから6分後に音を聞いたと話したという。	委員長によれば、船長は光を見てから六分後に音を聞いたと話したという。
c810-2	読みが違う	ニ→チ	オトガトドクマデノジカンガミジカイホドバクシンニチカカッタコトニナル	オトガトドクマデノジカンガミジカイホドバクシンチチカカッタコトニナル	音が届くまでの時間が短いほど、爆心に近かったことになる。	音が届くまでの時間が短いほど爆心地近かったことになる。
c811-1	読み一致		イインチョオハソノハナシヲモトニコオノベタ	イインチョオハソノハナシヲモトニコオノベタ	委員長は、その話をもとに、こう述べた。	委員長はその話を元にこう述べた。
c811-2	読み一致		イインチョオフネハキケンクイキノジュウブンナイガワニイタハズ	イインチョオフネハキケンクイキノジュウブンナイガワニイタハズ	委員長：船は危険区域の十分内側にいたはず	委員長。船は危険区域の十分内側にいたはず。
c812-1	読みが違う	—→シガ／キ→—	ニッポンセエフハツキニチザイベエタイシカンヲトオシテコレニハンロンシタ	ニッポンセエフハシガツニチザイベエタイシカンヲトオシテコレニハンロンシタ	日本政府は4月12日、在米大使館を通して、これに反論した。	日本政府は四月十二日、在米大使館を通してこれに反論した。
c812-2	読み一致		オトガキコエタノハフンゴデハナクフンゴダッタ	オトガキコエタノハフンゴデハナクフンゴダッタ	音が聞こえたのは6分後ではなく、7、8分後だった。	音が聞こえたのは六分後ではなく七、八分後だった。
c812-3	読み一致		ネンノアメリカノホオコクショモフントカイテエル	ネンノアメリカノホオコクショモフントカイテエル	1982年のアメリカの報告書も、7、8分と書いている。	1982年のアメリカの報告書も七、八分と書いている。
c813-1	読み一致		ニッポンセエフハフネノイチニツイテモコオカイテエル	ニッポンセエフハフネノイチニツイテモコオカイテエル	日本政府は、船の位置についても、こう書いている。	日本政府は船の位置についてもこう書いている。
c813-2	読み一致		ニッポンガワフネハキケンクイキノソトニイタトミラレル	ニッポンガワフネハキケンクイキノソトニイタトミラレル	日本側：船は危険区域の外にいたとみられる	日本側。船は危険区域の外にいたと見られる。
c814-1	読み一致		ソノキロクデハヒカリヲミタトコロハクイキノソトヘキロアマリハイヲアビタトコロハサラニソト	ソノキロクデハヒカリヲミタトコロハクイキノソトヘキロアマリハイヲアビタトコロハサラニソト	その記録では、光を見た所は区域の外へ30キロあまり、灰を浴びた所はさらに外。	その記録では、光を見たところは区域の外へ三十キロ余り、灰を浴びたところはさらに外。
c814-2	読み一致		クイキハアメリカジシンガマエモッテフナノリムケノコオホオデシラセテエタモノデアル	クイキハアメリカジシンガマエモッテフナノリムケノコオホオデシラセテエタモノデアル	区域は、アメリカ自身が、前もって船乗り向けの公報で知らせていたものである。	区域はアメリカ自身が前もって船乗り向けの広報で知らせていたものである。
c815-1	読みが違う	アトキ→ノチヒ	ブラボオノアトキケンクイキハオオキクヒロゲラレタ	ブラボオノノチヒケンクイキハオオキクヒロゲラレタ	ブラボーのあと、危険区域は大きく広げられた。	ブラボーの後、被験区域は大きく広げられた。
c815-2	読みが違う	ジ→チ	ジッケンジョオノアタリヲチュウシンニシタハンケエキロノセンケエデアル	ケンチョオノアタリヲチュウシンニシタハンケエキロノセンケエデアル	実験場のあたりを中心にした、半径833キロの扇形である。	県庁の辺りを中心にした半径八百三十三キロの扇形である。
c816-1	読みが違う	チ→ジ	フネデタダニンムセンノシカクヲモッテエタノガムセンチョオノクボヤマアイキチサンデアル	フネデタダニンムセンノシカクヲモッテエタノガムセンジョオノクボヤマアイキチサンデアル	船でただ一人、無線の資格を持っていたのが、無線長の久保山愛吉さんである。	船でただ一人無線の資格を持っていたのが無線嬢の久保山愛吉さんである。
c816-2	読みが違う	ク→ツ	クボヤマサンハトオキョオノビョオインデチリョオヲウケツヅケタ	ツボヤマサンハトオキョオノビョオインデチリョオヲウケツヅケタ	久保山さんは、東京の病院で治療を受け続けた。	坪山さんは東京の病院で治療を受け続けた。
c817-1	読みが違う	—→クガ／キ→—	ツキニチクボヤマサンハナクナッタサイダッタ	クガツニチクボヤマサンハナクナッタサイダッタ	9月23日、久保山さんは亡くなった。40歳だった。	九月二十三日、久保山さんは亡くなった。四十歳だった。
c817-2	読み一致		ハイヲアビテカラニチメノコトデアル	ハイヲアビテカラニチメノコトデアル	灰を浴びてから、206日目のことである。	灰を浴びてから二百六日目のことである。
c818-1	読み一致		ニッポンセエフハホオシャノオノエエキョオデナクナッタトシタ	ニッポンセエフハホオシャノオノエエキョオデナクナッタトシタ	日本政府は、放射能の影響で亡くなったとした。	日本政府は放射能の影響で亡くなったとした。
c818-2	読み一致		カイボオシタイシモホオシャノオニヨルヘンカガアルトシタ	カイボオシタイシモホオシャノオニヨルヘンカガアルトシタ	解剖した医師も、放射能による変化があるとした。	解剖した医師も放射能による変化があるとした。
c818-3	読みが違う	エ→ゲ	アメリカセエフノナイブノデンポオヤニッポンノイシノイチブハユケツニヨルカンエンヲウタガッテエタ	アメリカセエフノナイブノデンポオヤニッポンノイシノイチブハユケツニヨルカンゲンヲウタガッテエタ	アメリカ政府の内部の電報や、日本の医師の一部は、輸血による肝炎を疑っていた。	アメリカ政府の内部の電報や日本の医師の一部は、輸血による甘言を疑っていた。
c819-1	読み一致		ネンツキニチニッポントアメリカノハナシアイガケッチャクシタ	ネンツキニチニッポントアメリカノハナシアイガケッチャクシタ	1955年1月4日、日本とアメリカの話し合いが決着した。	1955年1月4日、日本とアメリカの話し合いが決着した。
c819-2	読み一致		アメリカハホオリツジョオノセキニンニハフレズニイシャリョオトシテドルヲハラウ	アメリカハホオリツジョオノセキニンニハフレズニイシャリョオトシテドルヲハラウ	アメリカは、法律上の責任には触れずに、慰謝料として200万ドルを払う。	アメリカは法律上の責任には触れずに慰謝料として二百万ドルを払う。
c819-3	読みが違う	エン→ナ	トオジノオカネデエンソノワリアマリハマグロノネサガリノソンガイニアテラレタ	トオジノオカネデナソノワリアマリハマグロノネサガリノソンガイニアテラレタ	当時のお金で7億2千万円。その6割あまりは、マグロの値下がりの損害に充てられた。	当時のお金でな、 億二千万。その六割余りはマグロの値下がりの損害に充てられた。
c820-1	読み一致		コノデキゴトヲウケテトオキョオノスギナミナドカクチデゲンスイバクキンシノショメエガハジマッタ	コノデキゴトヲウケテトオキョオノスギナミナドカクチデゲンスイバクキンシノショメエガハジマッタ	この出来事を受けて、東京の杉並など各地で、原水爆禁止の署名が始まった。	この出来事を受けて、東京の杉並など各地で原水爆禁止の署名が始まった。
c820-2	読み一致		ショメエハネンノアキマデニヲコエタ	ショメエハネンノアキマデニヲコエタ	署名は、1955年の秋までに3200万を超えた。	署名は1955年の秋までに3200万を超えた。
c820-3	読み一致		イッポオマアシャルショトオノヒトビトハソノゴドオナッタノカ	イッポオマアシャルショトオノヒトビトハソノゴドオナッタノカ	一方、マーシャル諸島の人々は、その後どうなったのか。	一方、マーシャル諸島の人々はその後どうなったのか。
c901-1	読みが違う	アト→ノチ	ブラボオノアトモサクセンハトマラナカッタ	ブラボオノノチモサクセンハトマラナカッタ	ブラボーのあとも、作戦は止まらなかった。	ブラボーの後も作戦は止まらなかった。
c901-2	読みが違う	—→サンガ／キ→—	ニチゴノツキニチニハブラボオノクレエタアノオエデツギノバクハツガオコナワレテエル	ニチゴノサンガツニチニハブラボオノクレエタアノオエデツギノバクハツガオコナワレテエル	26日後の3月27日には、ブラボーのクレーターの上で、次の爆発が行われている。	二十六日後の三月二十七日には、ブラボーのクレーターの上で次の爆発が行われている。
c902-1	読みが違う	—→ゴガ／キ→—	サイゴノバクハツハツキニチエニウェトクカンショオデオコナワレタ	サイゴノバクハツハゴガツニチエニウェトクカンショオデオコナワレタ	最後の爆発は、5月14日、エニウェトク環礁で行われた。	最後の爆発は五月十四日、エニウェトク環礁で行われた
c902-2	読み一致		コレデカイノバクハツヲスベテオエタ	コレデカイノバクハツヲスベテオエタ	これで、6回の爆発をすべて終えた。	これで六回の爆発をすべて終えた。
c903-1	読みが違う	アト→ノチ	バクハツノアトフネデシマジマヲマワリノコッタホオシャセンガシラベナオサレタ	バクハツノノチフネデシマジマヲマワリノコッタホオシャセンガシラベナオサレタ	爆発のあと、船で島々を回り、残った放射線が調べ直された。	爆発の後、船で島々を回り、残った放射線が調べ直された。
c903-2	読みが違う	ロ→ノ	ロンゲラップニアガルヒトタチハクツニオオイヲマイテエタ	ノンゲラップニアガルヒトタチハクツニオオイヲマイテエタ	ロンゲラップに上がる人たちは、靴に覆いを巻いていた。	ノンゲラップに上がる人たちは靴に覆いを巻いていた。
c903-3	読みが違う	—→シガ／キ→—	シラベナオシハツキノハジメマデツヅイタ	シラベナオシハシガツノハジメマデツヅイタ	調べ直しは、4月のはじめまで続いた。	調べ直しは四月の初めまで続いた。
c904-1	読みが違う	ヤケド→カショオ	ブタイノナカニモハイデチイサナヤケドノヨオナキズヲオッタヘエシガイタ	ブタイノナカニモハイデチイサナカショオノヨオナキズヲオッタヘエシガイタ	部隊の中にも、灰で小さなやけどのような傷を負った兵士がいた。	部隊の中にも肺で小さな火傷のような傷を負った兵士がいた。
c904-2	読み一致		セキノフネノニンデキズハドレモナオッテエル	セキノフネノニンデキズハドレモナオッテエル	2隻の船の37人で、傷はどれも治っている。	二隻の船の三十七人で傷はどれも治っている。
c905-1	読み一致		キメテエタジョオゲンノバイヲコエルリョオヲアビタヘエシモイタ	キメテエタジョオゲンノバイヲコエルリョオヲアビタヘエシモイタ	決めていた上限の、20倍を超える量を浴びた兵士もいた。	決めていた上限の二十倍を超える量を浴びた兵士もいた。
c905-2	読み一致		ノコリノジッケンノタメジョオゲンノバイマデアビテヨイトイウトクベツナキョカモドモダサレタ	ノコリノジッケンノタメジョオゲンノバイマデアビテヨイトイウトクベツナキョカモドモダサレタ	残りの実験のため、上限の2倍まで浴びてよいという特別な許可も、何度も出された。	残りの実験のため、上限の一、二倍まで浴びてよいという特別な許可も何度も出された。
c906-1	読みが違う	ル→タ	シマノヒトビトヲミタイシダンノホオコクショニハコオカカレテエル	シマノヒトビトヲミタイシダンノホオコクショニハコオカカレテエタ	島の人々を診た医師団の報告書には、こう書かれている。	島の人々を見た医師団の報告書にはこう書かれていた。
c906-2	読み一致		キャッスルサクセンニハヒトノカラダヲシラベルケエカクガモトモトナカッタ	キャッスルサクセンニハヒトノカラダヲシラベルケエカクガモトモトナカッタ	キャッスル作戦には、人の体を調べる計画が、もともと無かった。	キャッスル作戦には人の体を調べる計画がもともとなかった。
c906-3	読み一致		イシタチハナニノソナエモナイママアツメラレタ	イシタチハナニノソナエモナイママアツメラレタ	医師たちは、何の備えもないまま集められた。	医師たちは何の備えもないまま集められた。
c907-1	読みが違う	ロ→ド	ロンゲラップノヒトビトノオヨソニンニニンガニチカニチノオチニハキケヲウッタエタ	ドンゲラップノヒトビトノオヨソニンニニンガニチカニチノオチニハキケヲウッタエタ	ロンゲラップの人々のおよそ3人に2人が、1日か2日のうちに吐き気を訴えた。	ドンゲラップの人々のおよそ三人に二人が一日か二日のうちに吐き気を訴えた。
c907-2	読み一致		メヤヒフガヤケルヨオニカユイトイウヒトモニンニニンヲコエタ	メヤヒフガヤケルヨオニカユイトイウヒトモニンニニンヲコエタ	目や皮膚が焼けるようにかゆい、という人も、4人に1人を超えた。	目や皮膚が焼けるように痒いという人も四人に一人を超えた。
c908-1	読み一致		シュウカンホドタツトカミガヌケルヒトガデタ	シュウカンホドタツトカミガヌケルヒトガデタ	2週間ほどたつと、髪が抜ける人が出た。	二週間ほど経つと髪が抜ける人が出た。
c908-2	読み一致		ヒフニハマダラニクロズンダキズガデキジクジクトタダレルヒトモイタ	ヒフニハマダラニクロズンダキズガデキジクジクトタダレルヒトモイタ	皮膚には、まだらに黒ずんだ傷ができ、じくじくとただれる人もいた。	皮膚にはまだらに黒ずんだ傷ができ、ジクジクとただれる人もいた。
c909-1	読み一致		チヲカタメルケッショオバンハヘリツヅケタ	チヲカタメルケッショオバンハヘリツヅケタ	血を固める血小板は、減りつづけた。	血を固める血小板は減り続けた。
c909-2	読み一致		イチバンスクナクナッタノハニチメカラニチメ	イチバンスクナクナッタノハニチメカラニチメ	いちばん少なくなったのは、25日目から30日目。	一番少なくなったのは二十五日目から三十日目。
c909-3	読みが違う	ゴ→ガト	ソノゴハフエハジメタガニチメデモフツウノネニハトドカナカッタ	ソノガトハフエハジメタガニチメデモフツウノネニハトドカナカッタ	その後は増えはじめたが、76日目でもふつうの値には届かなかった。	そのガとは増え始めたが、七十六日目でも普通の値には届かなかった。
c910-1	読み一致		ネンノジテンデエシダンハカラダノナカニトリコンダホオシャセエノブッシツニツイテ	ネンノジテンデエシダンハカラダノナカニトリコンダホオシャセエノブッシツニツイテ	1954年の時点で医師団は、体の中に取りこんだ放射性の物質について、	1954年の時点で、医師団は体の中に取り込んだ放射性の物質について
c910-2	読み一致		ナガクツヅクガイハナイトミテエタ	ナガクツヅクガイハナイトミテエタ	長く続く害は無い、と見ていた。	長く続く害はないと見ていた。
c911-1	読み一致		ジュウミンノカラダノチョオサハネンカラアメリカノコクリツノケンキュウジョガツヅケタ	ジュウミンノカラダノチョオサハネンカラアメリカノコクリツノケンキュウジョガツヅケタ	住民の体の調査は、1956年から、アメリカの国立の研究所が続けた。	住民の体の調査は、 1956年からアメリカの国立の研究所が続けた。
c911-2	読み一致		ホオコクショガマトメラレタネンノジテンデモマダツヅイテエタ	ホオコクショガマトメラレタネンノジテンデモマダツヅイテエタ	報告書がまとめられた1982年の時点でも、まだ続いていた。	報告書がまとめられた 1982年の時点でもまだ続いていた。
c912-1	読みが違う	—→ロクガ／キ→—	ハイノスクナカッタウトリックカンショオノヒトビトハネンツキニシマヘモドッタ	ハイノスクナカッタウトリックカンショオノヒトビトハネンロクガツニシマヘモドッタ	灰の少なかったウトリック環礁の人々は、1954年6月に島へ戻った。	灰の少なかったウトリック環礁の人々は、一九五四年六月に島へ戻った。
c913-1	読み一致		ロンゲラップノヒトビトハオナジマアシャルショトオノマジュロニウツサレタ	ロンゲラップノヒトビトハオナジマアシャルショトオノマジュロニウツサレタ	ロンゲラップの人々は、同じマーシャル諸島のマジュロに移された。	ロンゲラップの人々は同じマーシャル諸島のマジュロに移された。
c913-2	読みが違う	ロ→ド	ロンゲラップノジュウミンハネンニモドッタ	ドンゲラップノジュウミンハネンニモドッタ	ロンゲラップの住民は、1957年に戻った	ドンゲラップの住民は1957年に戻った。
c914-1	読み一致		ボオトオノフタツノトイニモドルミコミヲコエタイリョクガハイヲシマニフラセタノカ	ボオトオノフタツノトイニモドルミコミヲコエタイリョクガハイヲシマニフラセタノカ	冒頭の二つの問いに、戻る。見込みを超えた威力が、灰を島に降らせたのか。	冒頭の二つの問いに戻る。見込みを超えた威力が灰を島に降らせたのか。
c914-2	読み一致		ネンノホオコクショハヨテエノイリョクデモシマハヨゴレタハズダトスル	ネンノホオコクショハヨテエノイリョクデモシマハヨゴレタハズダトスル	2013年の報告書は、予定の威力でも島は汚れたはずだ、とする。	二〇一三年の報告書は予定の威力でも島は汚れたはずだとする。
c914-3	読み一致		イリョクガハズレタリユウモネンアマリタッタイマモサダマッテエナイ	イリョクガハズレタリユウモネンアマリタッタイマモサダマッテエナイ	威力が外れた理由も、70年あまりたったいまも定まっていない。	威力が外れた理由も七十年余り経った今も定まっていない。
c915-1	読み一致		ナニガハイヲヒトノスムシマヘハコンダノカ	ナニガハイヲヒトノスムシマヘハコンダノカ	何が、灰を人の住む島へ運んだのか。	何が灰を人の住む島へ運んだのか。
c915-2	読み一致		ヨクカタラレルノハウツマエノヨルニシマヘムカッテエタタカサキロノカゼダ	ヨクカタラレルノハウツマエノヨルニシマヘムカッテエタタカサキロノカゼダ	よく語られるのは、撃つ前の夜に島へ向かっていた、高さ6キロの風だ。	よく語られるのは、打つ前の夜に島へ向かっていた高さ六百キロの風だ。
