行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c721-2	読み一致		カンセエカンハソオソオシンシテエルハモオハシッテエル	カンセエカンハソオソオシンシテエルハモオハシッテエル	管制官は、そう送信している。KLMは、もう走っている。	管制官はそう送信している。KLMはもう走っている。
c722-1	読み一致		ホトンドオナジトキパンナムモムセンヲオシタ	ホトンドオナジトキパンナムモムセンヲオシタ	ほとんど同じとき、パンナムも無線を押した。	ほとんど同じ時、パンナムも無線を押した。
c722-2	読み一致		ワレワレハマダカッソオロヲハシッテエルクリッパア	ワレワレハマダカッソオロヲハシッテエルクリッパア	われわれは、まだ滑走路を走っている。クリッパー1736。	我々はまだ滑走路を走っている。クリッパー1736。
c723-1	読み一致		フタツノソオシンガオナジジコクニカサナッタムセンハドニヒトツシカトオラナイ	フタツノソオシンガオナジジコクニカサナッタムセンハドニヒトツシカトオラナイ	二つの送信が、同じ時刻に重なった。無線は、一度に一つしか通らない。	二つの送信が同じ時刻に重なった。無線は一度に一つしか通らない。
c723-2	読み一致		ソオジュウシツデハカンダカイオトニナッタ	ソオジュウシツデハカンダカイオトニナッタ	操縦室では、甲高い音になった	操縦室では甲高い音になった。
c724-1	読み一致		ホオコクショハコノオトガオヨソビョオツヅイタトカイテエル	ホオコクショハコノオトガオヨソビョオツヅイタトカイテエル	報告書は、この音がおよそ3秒続いたと書いている。	報告書はこの音がおよそ三秒続いたと書いている。
c724-2	読みが違う	アイダ→マ	ソノビョオノアイダニオクラレテエタノガリリクヲマテトイウコトバデアル	ソノビョオノマニオクラレテエタノガリリクヲマテトイウコトバデアル	その3秒のあいだに送られていたのが、離陸を待て、という言葉である。	その三秒の間に送られていたのが離陸を待てという言葉である。
c724-3	読み一致		ノソオジュウシツデソノコトバハアルベキメエリョオサヲウシナッタ	ノソオジュウシツデソノコトバハアルベキメエリョオサヲウシナッタ	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。	KLMの操縦室でその言葉はあるべき明瞭さを失った。
c725-1	読みが違う	アイダ→マ	オナジビョオノアイダニモオヒトツオキテエタコトガアル	オナジビョオノマニモオヒトツオキテエタコトガアル	同じ3秒のあいだに、もう一つ起きていたことがある。	同じ三秒の間にもう一つ起きていたことがある。
c725-2	読み一致		ノシュツリョクハジフンビョオニモオリリクノネデオチツイテエタ	ノシュツリョクハジフンビョオニモオリリクノネデオチツイテエタ	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。	KLMの出力は十七時六分十九秒にもう離陸の値で落ち着いていた。
c726-1	読み一致		ココデホオコクショノカキカタヲセエカクニウツシテオクキキトリニククハナッタ	ココデホオコクショノカキカタヲセエカクニウツシテオクキキトリニククハナッタ	ここで、報告書の書き方を正確に写しておく。聞き取りにくくは、なった。	ここで報告書の書き方を正確に写しておく。聞き取りにくくはなった。
c726-2	読み一致		ケレドモキキトレナイホドデハナカッタトカイテアル	ケレドモキキトレナイホドデハナカッタトカイテアル	けれども、聞き取れないほどではなかった、と書いてある。	けれども聞き取れないほどではなかったと書いてある。
c726-3	読み一致		デハナゼトドカナカッタノカホオコクショハベツノバショデコタエヲカイテエル	デハナゼトドカナカッタノカホオコクショハベツノバショデコタエヲカイテエル	では、なぜ届かなかったのか。報告書は、別の場所で答えを書いている。	では、なぜ届かなかったのか。報告書は別の場所で答えを書いている。
c727-1	読み一致		ミルコトニキヲトラレルトキクホオガオチルホオコクショハソオカイテエル	ミルコトニキヲトラレルトキクホオガオチルホオコクショハソオカイテエル	見ることに気を取られると、聞くほうが落ちる。報告書はそう書いている。	見ることに気を取られると聞く方が落ちる。報告書はそう書いている。
c727-2	読み一致		ムセンガカケタノハダケデハナカッタ	ムセンガカケタノハダケデハナカッタ	無線が欠けたのは、KLMだけではなかった。	無線がかけたのはKLMだけではなかった。
c727-3	読みが違う	エ→—	カンセエカンガイイオエルマエパンナムニトドイタノハサイゴノオトダケダッタ	カンセカンガイイオエルマエパンナムニトドイタノハサイゴノオトダケダッタ	管制官が言い終える前、パンナムに届いたのは、最後の一音だけだった。	カン・セカンが言い終える前、パンナムに届いたのは最後の一音だけだった。
c728-1	読み一致		ジフンビョオカンセエカンガパンナムヘコオイッタ	ジフンビョオカンセエカンガパンナムヘコオイッタ	17時06分25秒。管制官がパンナムへ、こう言った。	17時6分25秒。管制官がパンナムへこう言った。
c728-2	読み一致		カッソオロヲデタラシラセテクダサイマダデテエナイトイウイミデアル	カッソオロヲデタラシラセテクダサイマダデテエナイトイウイミデアル	滑走路を出たら知らせてください。まだ出ていない、という意味である。	滑走路を出たら知らせてください。まだ出ていないという意味である。
c729-1	読み一致		ジフンビョオパンナムガコタエタ	ジフンビョオパンナムガコタエタ	17時06分29秒。パンナムが答えた。	十七時六分二十九秒。パンナムが答えた。
c729-2	読み一致		リョオカイデタラシラセマス	リョオカイデタラシラセマス	了解、出たら知らせます。	了解。出たら知らせます。
c729-3	読み一致		コノコエハノソオジュウシツニモトドイテエル	コノコエハノソオジュウシツニモトドイテエル	この声は、KLMの操縦室にも届いている。	この声はKLMの操縦室にも届いている。
c730-1	読み一致		ハシリダシタノソオジュウシツデハサイショダレモハンノオシナカッタ	ハシリダシタノソオジュウシツデハサイショダレモハンノオシナカッタ	走り出したKLMの操縦室では、最初、誰も反応しなかった。	走り出したKLMの操縦室では最初誰も反応しなかった。
c730-2	読み一致		ウゴイタノハイチバンウシロノセキニスワルコオクウキカンシデアル	ウゴイタノハイチバンウシロノセキニスワルコオクウキカンシデアル	動いたのは、いちばんうしろの席に座る、航空機関士である。	動いたのは一番後ろの席に座る航空機関士である。
c731-1	読み一致		ジフンビョオコオクウキカンシガキイタアレマダデテエナイノデハ	ジフンビョオコオクウキカンシガキイタアレマダデテエナイノデハ	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。	十七時六分三十二秒、航空機関士が聞いた。「あれ？まだ出ていないのでは？」
c731-2	読みが違う	ンテエ→ニトイ	キチョオガキキカエスナンテエッタ	キチョオガキキカエスナニトイッタ	機長が聞き返す。なんて言った。	機長が聞き返す。「何と言った？」
c731-3	読み一致		キカンシハイイナオシタパンナムハマダデテエナイノデハ	キカンシハイイナオシタパンナムハマダデテエナイノデハ	機関士は言い直した。パンナムは、まだ出ていないのでは。	機関士は言い直した。「パンナムはまだ出ていないのでは？」
c732-1	読み一致		ジフンビョオカエッテキタノハツヨイコオテエダッタ	ジフンビョオカエッテキタノハツヨイコオテエダッタ	17時06分35秒。返ってきたのは、強い肯定だった。	十七時六分三十五秒。帰ってきたのは強い皇帝だった。
c732-2	読み一致		イヤデタキチョオハソオコタエタ	イヤデタキチョオハソオコタエタ	いや、出た。機長はそう答えた	いや、出た。機長はそう答えた。
c801-1	読み一致		フクソオジュウシモコオクウキカンシモソレエジョオハナニモイワナカッタ	フクソオジュウシモコオクウキカンシモソレエジョオハナニモイワナカッタ	副操縦士も、航空機関士も、それ以上は何も言わなかった。	副操縦士も航空機関士もそれ以上は何も言わなかった。
c801-2	読み一致		ホオコクショハソノリユウニツイテヒトツノミカタヲカイテエル	ホオコクショハソノリユウニツイテヒトツノミカタヲカイテエル	報告書は、その理由について、一つの見方を書いている。	報告書はその理由について一つの見方を書いている。
c802-1	読み一致		キチョオハカイシャデモットモシンボオノアルソオジュウシノニンダッタ	キチョオハカイシャデモットモシンボオノアルソオジュウシノニンダッタ	機長は、会社でもっとも信望のある操縦士の一人だった。	機長は会社で最も信望のある操縦士の一人だった。
c802-2	読み一致		コレホドケエケンノアルヒトガコレホドノアヤマリヲスルカンガエニクイコトダッタ	コレホドケエケンノアルヒトガコレホドノアヤマリヲスルカンガエニクイコトダッタ	これほど経験のある人が、これほどの誤りをする。考えにくいことだった。	これほど経験のある人がこれほどの誤りをする。考えにくいことだった。
c803-1	読み一致		ホオコクショハモオヒトツノコトモカイテエル	ホオコクショハモオヒトツノコトモカイテエル	報告書は、もう一つのことも書いている。	報告書はもう一つのことも書いている。
c803-2	読み一致		キチョオガネンイジョオツヅケテキタキョオカントイウシゴトニツイテデアル	キチョオガネンイジョオツヅケテキタキョオカントイウシゴトニツイテデアル	機長が10年以上続けてきた、教官という仕事についてである。	機長が十年以上続けてきた教官という仕事についてである。
c804-1	読み一致		クンレンノヒコオデハキョオカンガカンセエカンノヤクモヤル	クンレンノヒコオデハキョオカンガカンセエカンノヤクモヤル	訓練の飛行では、教官が管制官の役もやる。	訓練の飛行では、教官が管制官の役もやる。
c804-2	読み一致		リリクノキョカヲダスノハキョオカンジシンデアル	リリクノキョカヲダスノハキョオカンジシンデアル	離陸の許可を出すのは、教官自身である。	離陸の許可を出すのは教官自身である。
c804-3	読み一致		モギノヒコオデハムセンヲマッタクツカワナイコトサエアル	モギノヒコオデハムセンヲマッタクツカワナイコトサエアル	模擬の飛行では、無線をまったく使わないことさえある。	模擬の飛行では無線を全く使わないことさえある。
c805-1	読み一致		ツマリキョカヲマタズニリリクスル	ツマリキョカヲマタズニリリクスル	つまり、許可を待たずに離陸する。	つまり許可を待たずに離陸する。
c805-2	読みが違う	アイダ→マ	ソレガネンイジョオノアイダニチジョオダッタ	ソレガネンイジョオノマニチジョオダッタ	それが、10年以上のあいだ、日常だった。	それが十年以上の間、日常だった。
c805-3	読み一致		クンレンデハキョカヲダスノハジブンダッタ	クンレンデハキョカヲダスノハジブンダッタ	訓練では、許可を出すのは自分だった	訓練では許可を出すのは自分だった。
c806-1	読み一致		ジフンビョオゴロパンナムノキチョオガゼンポオニアカリヲミタ	ジフンビョオゴロパンナムノキチョオガゼンポオニアカリヲミタ	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。	十七時六分四十秒頃、パンナムの機長が前方に明かりを見た。
c806-2	読み一致		オヨソメエトルサキキノチャクリクトオデアル	オヨソメエトルサキキノチャクリクトオデアル	およそ700メートル先。KLM機の着陸灯である。	およそ七百メートル先、KLM機の着陸灯である。
c807-1	読み一致		ホオコクショニヨレバブツカルビョオホドマエノコトダッタ	ホオコクショニヨレバブツカルビョオホドマエノコトダッタ	報告書によれば、ぶつかる9秒ほど前のことだった。	報告書によれば、ぶつかる九秒ほど前のことだった。
c807-2	読みが違う	アイダ→マ	ソノビョオガキノアイダニノコサレテエタジカンノスベテデアル	ソノビョオガキノマニノコサレテエタジカンノスベテデアル	その9秒が、二機のあいだに残されていた時間のすべてである。	その九秒が二機の間に残されていた時間の全てである。
c808-1	読み一致		パンナムハシュツリョクヲイレテヒダリヘニゲヨオトシタ	パンナムハシュツリョクヲイレテヒダリヘニゲヨオトシタ	パンナムは、出力を入れて左へ逃げようとした。	パンナムは出力を入れて左へ逃げようとした。
c808-2	読み一致		カッソオロノソトヘキタイヲダソオトシテエルモオマニアワナカッタ	カッソオロノソトヘキタイヲダソオトシテエルモオマニアワナカッタ	滑走路の外へ機体を出そうとしている。もう、間に合わなかった。	滑走路の外へ機体を出そうとしている。もう間に合わなかった。
c809-1	読み一致		ジフンビョオフクソオジュウシガトツゲタ	ジフンビョオフクソオジュウシガトツゲタ	17時06分43秒。副操縦士が、V1、と告げた。	十七時六分四十三秒、副操縦士がV1と告げた。
c809-2	読み一致		ココヲコエタラモオリリクヲヤメラレナイトイウハヤサデアル	ココヲコエタラモオリリクヲヤメラレナイトイウハヤサデアル	ここを超えたら、もう離陸をやめられない、という速さである。	ここを超えたらもう離陸をやめられないという速さである。
c809-3	読み一致		ソノビョオゴハキシュヲアゲハジメタ	ソノビョオゴハキシュヲアゲハジメタ	その1秒後、KLMは機首を上げ始めた。	その一秒後、KLMは機首を上げ始めた。
c810-1	読み一致		アゲカタガオオキスギテオガカッソオロヲコスッテエル	アゲカタガオオキスギテオガカッソオロヲコスッテエル	上げ方が大きすぎて、尾が滑走路をこすっている。	上げ方が大きすぎて尾が滑走路を擦っている。
c810-2	読み一致		コスッタアトハブツカッタバショノオヨソメエトルテマエカラハジマル	コスッタアトハブツカッタバショノオヨソメエトルテマエカラハジマル	こすった跡は、ぶつかった場所のおよそ90メートル手前から始まる。	擦った跡はぶつかった場所のおよそ90メートル手前から始まる。
c810-3	読み一致		ハヤクウキアガロオトシテオガサガッテエタノデアル	ハヤクウキアガロオトシテオガサガッテエタノデアル	早く浮き上がろうとして、尾が下がっていたのである。	早く浮き上がろうとして尾が下がっていたのである。
c811-1	読み一致		ジフンビョオキチョオガコエヲアゲテエル	ジフンビョオキチョオガコエヲアゲテエル	17時06分47秒。機長が、声を上げている。	十七時六分四十七秒。機長が声を上げている。
c811-2	読み一致		コトバニハナッテエナイホオコクショハコエヲハッシタトダケカク	コトバニハナッテエナイホオコクショハコエヲハッシタトダケカク	言葉には、なっていない。報告書は、声を発した、とだけ書く。	言葉にはなっていない。報告書は声を発したとだけ書く。
c812-1	読み一致		ジフンビョオ	ジフンビョオ	17時06分50秒。	十七時六分五十秒。
c812-2	読み一致		ハスデニカンゼンニウイテエタ	ハスデニカンゼンニウイテエタ	KLMは、すでに完全に浮いていた。	KLMはすでに完全に浮いていた。
c812-3	読み一致		ソノダイエンジンガパンナムノミギノツバサノサキヲカスメタ	ソノダイエンジンガパンナムノミギノツバサノサキヲカスメタ	その第1エンジンが、パンナムの右の翼の先をかすめた。	その第一エンジンがパンナムの右の翼の先をかすめた。
c813-1	読みが違う	アシ→キャク	シュアシハパンナムノミギノオチガワノエンジンノアタリニゲキトツシタ	シュキャクハパンナムノミギノオチガワノエンジンノアタリニゲキトツシタ	主脚は、パンナムの右の内側のエンジンのあたりに激突した。	主客はパンナムの右の内側のエンジンの辺りに激突した。
c813-2	読み一致		ドオタイノオシロノホオガコワレオガモギトラレタ	ドオタイノオシロノホオガコワレオガモギトラレタ	胴体の後ろのほうが壊れ、尾がもぎ取られた。	胴体の後ろの方が壊れ、尾がもぎ取られた。
c813-3	読み一致		ハソノママトビツヅケメエトルサキデジメンニアタッタ	ハソノママトビツヅケメエトルサキデジメンニアタッタ	KLMはそのまま飛び続け、150メートル先で地面に当たった。	KLMはそのまま飛び続け、百五十メートル先で地面に当たった。
c814-1	読み一致		ソコカラサラニメエトルスベッテキュウニハゲシクモエタ	ソコカラサラニメエトルスベッテキュウニハゲシクモエタ	そこから、さらに300メートル滑って、急に激しく燃えた。	そこからさらに三百メートル滑って急に激しく燃えた。
c814-2	読みが違う	アイダ→マ	フタツノザンガイノアイダハメエトルハナレテエタ	フタツノザンガイノマハメエトルハナレテエタ	二つの残骸のあいだは、450メートル離れていた。	二つの残骸の間は四百五十メートル離れていた。
c815-1	読み一致		キニハジョオインニントジョオキャクニンガノッテエタ	キニハジョオインニントジョオキャクニンガノッテエタ	KLM機には、乗員14人と乗客234人が乗っていた。	KLM機には乗員14人と乗客234人が乗っていた。
c815-2	読み一致		ソノニンガゼンインナクナッタイキノコッタヒトハニンモイナイ	ソノニンガゼンインナクナッタイキノコッタヒトハニンモイナイ	その248人が、全員亡くなった。生き残った人は、一人もいない。	その二百四十八人が全員亡くなった。生き残った人は一人もいない。
c816-1	読み一致		パンナムキデハジョオインニントジョオキャクニンガソノバデナクナッタ	パンナムキデハジョオインニントジョオキャクニンガソノバデナクナッタ	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。	パンナム機では乗員9人と乗客317人がその場で亡くなった。
c816-2	読み一致		アワセテニンデアル	アワセテニンデアル	合わせて326人である。	合わせて三百二十六人である。
c816-3	読み一致		ケレドモコノジテンデソレヲシルヒトハイナイソトカラミテエタヒトモイナイ	ケレドモコノジテンデソレヲシルヒトハイナイソトカラミテエタヒトモイナイ	けれども、この時点でそれを知る人はいない。外から見ていた人も、いない。	けれども、この時点でそれを知る人はいない。外から見ていた人もいない。
c901-1	読み一致		カンセエトオカラハナニモミエナカッタ	カンセエトオカラハナニモミエナカッタ	管制塔からは、何も見えなかった。	管制塔からは何も見えなかった。
c901-2	読み一致		ジメンニツイタクモノオビガシカイヲフサイデエル	ジメンニツイタクモノオビガシカイヲフサイデエル	地面についた雲の帯が、視界をふさいでいる。	地面についた蜘蛛の帯が視界を塞いでいる。
c901-3	読み一致		キコエタノハバクハツノオトガドダケデアル	キコエタノハバクハツノオトガドダケデアル	聞こえたのは、爆発の音が二度だけである。	聞こえたのは爆発の音が二度だけである。
c902-1	読み一致		ドコデナッタノカモナゼナッタノカモワカラナイ	ドコデナッタノカモナゼナッタノカモワカラナイ	どこで鳴ったのかも、なぜ鳴ったのかも分からない。	どこで鳴ったのかも、なぜ鳴ったのかもわからない。
c902-2	読み一致		カンセエトオニハソレヲタシカメルテダテガナカッタミエナイノデアル	カンセエトオニハソレヲタシカメルテダテガナカッタミエナイノデアル	管制塔には、それを確かめる手立てが無かった。見えないのである。	管制塔にはそれを確かめる手立てがなかった。見えないのである。
c903-1	読み一致		シバラクシテチュウキジョオニイタベツノキタイガシラセテキタヒガミエルト	シバラクシテチュウキジョオニイタベツノキタイガシラセテキタヒガミエルト	しばらくして、駐機場にいた別の機体が知らせてきた。火が見える、と。	しばらくして駐機場にいた別の機体が知らせてきた。火が見えると。
c903-2	読み一致		バショモリユウモワカラナイママデアル	バショモリユウモワカラナイママデアル	場所も、理由も、分からないままである。	場所も理由もわからないままである。
c904-1	読み一致		カンセエトオハスグニショオボオヘケエホオヲダシタ	カンセエトオハスグニショオボオヘケエホオヲダシタ	管制塔は、すぐに消防へ警報を出した。	管制塔はすぐに消防へ警報を出した。
c904-2	読み一致		ヒガアルコトスグデラレルヨオニソナエルコトソレダケダッタ	ヒガアルコトスグデラレルヨオニソナエルコトソレダケダッタ	火があること、すぐ出られるように備えること。それだけだった。	火があること、すぐ出られるように備えること、それだけだった。
c904-3	読み一致		ヒガドコニアルノカハマダダレニモワカラナイ	ヒガドコニアルノカハマダダレニモワカラナイ	火がどこにあるのかは、まだ誰にも分からない。	火がどこにあるのかはまだ誰にもわからない。
c905-1	読み一致		ソコヘクウコオデハタラクカイシャノヒトガショオボオノツメショヘヤッテキタ	ソコヘクウコオデハタラクカイシャノヒトガショオボオノツメショヘヤッテキタ	そこへ、空港で働く会社の人が、消防の詰所へやって来た。	そこへ空港で働く会社の人が消防の詰め所へやってきた。
c905-2	読み一致		ヒハチュウキジョオノヒダリノホオダバショニツイテノサイショノテガカリダッタ	ヒハチュウキジョオノヒダリノホオダバショニツイテノサイショノテガカリダッタ	火は、駐機場の左のほうだ。場所についての、最初の手がかりだった。	火は駐機場の左の方だ。場所についての最初の手がかりだった。
c906-1	読み一致		ショオボオシャハダセルカギリノハヤサデデタ	ショオボオシャハダセルカギリノハヤサデデタ	消防車は、出せるかぎりの速さで出た。	消防車は出せる限りの速さで出た。
c906-2	読み一致		ソレデモソノハヤサハトテモオソカッタ	ソレデモソノハヤサハトテモオソカッタ	それでも、その速さは、とても遅かった。	それでもその速さはとても遅かった。
c906-3	読み一致		コミアッタチュウキジョオヲナナメニヨコギルカラデアル	コミアッタチュウキジョオヲナナメニヨコギルカラデアル	混み合った駐機場を、斜めに横切るからである。	混み合った駐機場を斜めに横切るからである。
c907-1	読みが違う	チュウ→ト／ウ→エ	ヒトニモクルマニモチュウマッテエルキタイニモブツカリウル	ヒトニモクルマニモトマッテエルキタイニモブツカリエル	人にも、車にも、駐まっている機体にもぶつかりうる。	人にも車にも止まっている機体にもぶつかり得る。
c907-2	読み一致		ミエナイナカヲソロソロトススムシカナカッタ	ミエナイナカヲソロソロトススムシカナカッタ	見えないなかを、そろそろと進むしかなかった。	見えない中をそろそろと進むしかなかった。
c908-1	読み一致		ヤガテクモゴシニアカルイヒカリガミエタホノオソノモノハマダミエナイ	ヤガテクモゴシニアカルイヒカリガミエタホノオソノモノハマダミエナイ	やがて、雲ごしに明るい光が見えた。炎そのものは、まだ見えない。	やがて雲越しに明るい光が見えた。炎そのものはまだ見えない。
c908-2	読み一致		ソレナノニツヨイネツダケガサキニトドイテキタ	ソレナノニツヨイネツダケガサキニトドイテキタ	それなのに、強い熱だけが先に届いてきた。	それなのに強い熱だけが先に届いてきた。
c909-1	読み一致		スコシハレタトキハジメテカタチガミエタ	スコシハレタトキハジメテカタチガミエタ	少し晴れたとき、初めて形が見えた。	少し晴れた時、初めて形が見えた。
c909-2	読み一致		キタイノゼンタイガホノオニツツマレ	キタイノゼンタイガホノオニツツマレ	機体の全体が炎に包まれ、	機体の全体が炎に包まれ
c909-3	読みが違う	ハ→ガ	ミエテエタノハオノスイチョクノツバサダケダッタ	ミエテエタノガオノスイチョクノツバサダケダッタ	見えていたのは、尾の垂直の翼だけだった。	見えていたのが尾の垂直の翼だけだった。
c910-1	読み一致		ショオカヲハジメルトクモガモオスコシハレタトオクニモオヒトツコオガアッタ	ショオカヲハジメルトクモガモオスコシハレタトオクニモオヒトツコオガアッタ	消火を始めると、雲がもう少し晴れた。遠くに、もう一つ光があった。	消火を始めると雲がもう少し晴れた。遠くにもう一つ光があった。
c910-2	読み一致		オナジキタイカラハズレタブヒンガモエテエルトサイショハオモッタ	オナジキタイカラハズレタブヒンガモエテエルトサイショハオモッタ	同じ機体から外れた部品が燃えている、と最初は思った。	同じ機体から外れた部品が燃えていると最初は思った。
c911-1	読み一致		ショオボオハクルマヲワケソノフタツメノヒカリノホオヘチカヅイテエッタ	ショオボオハクルマヲワケソノフタツメノヒカリノホオヘチカヅイテエッタ	消防は車を分け、その二つ目の光のほうへ近づいていった。	消防は車を分け、その二つ目の光の方へ近づいていった。
c911-2	読み一致		ソシテチカヅイテハジメテソレガナニナノカガワカッタ	ソシテチカヅイテハジメテソレガナニナノカガワカッタ	そして、近づいてはじめて、それが何なのかが分かった。	そして近づいて初めてそれが何なのかがわかった。
c912-1	読み一致		ブヒンデハナカッタオチタハヘンデモナカッタ	ブヒンデハナカッタオチタハヘンデモナカッタ	部品では、なかった。落ちた破片でもなかった。	部品ではなかった。落ちた破片でもなかった。
c912-2	読み一致		モオキノヒコオキガソコデモエテエタノデアル	モオキノヒコオキガソコデモエテエタノデアル	もう一機の飛行機が、そこで燃えていたのである。	もう一機の飛行機がそこで燃えていたのである。
c913-1	読み一致		ショオボオハココデハジメテシルコトニナル	ショオボオハココデハジメテシルコトニナル	消防は、ここで初めて知ることになる。	消防はここで初めて知ることになる。
c913-2	読み一致		モエテエタノハキダッタ	モエテエタノハキダッタ	燃えていたのは、二機だった	燃えていたのは二基だった。
c914-1	読み一致		ショオボオハフタツメノキタイニチカラヲウツシタ	ショオボオハフタツメノキタイニチカラヲウツシタ	消防は、二つ目の機体に力を移した。	消防は二つ目の機体に力を移した。
c914-2	読み一致		ヒトツメハモオテノツケヨオガナカッタカラデアル	ヒトツメハモオテノツケヨオガナカッタカラデアル	一つ目は、もう手のつけようがなかったからである。	一つ目はもう手のつけようがなかったからである。
c914-3	読み一致		コノハンダンデヒダリノシュヨクガマモラレタ	コノハンダンデヒダリノシュヨクガマモラレタ	この判断で、左の主翼が守られた。	この判断で左の主翼が守られた。
c915-1	読み一致		ソノパンナムキノナカデナニガオキテエタカ	ソノパンナムキノナカデナニガオキテエタカ	そのパンナム機の中で、何が起きていたか。	そのパンナム機の中で何が起きていたか。
c915-2	読み一致		カイノヘヤトドオタイノオワガワノホトンドガナクナッタ	カイノヘヤトドオタイノオワガワノホトンドガナクナッタ	二階の部屋と、胴体の上側のほとんどが無くなった。	二階の部屋と胴体の上側のほとんどがなくなった。
c915-3	読み一致		ユカガヌケジョオインハシタノカイヘオリルシカナカッタ	ユカガヌケジョオインハシタノカイヘオリルシカナカッタ	床が抜け、乗員は下の階へ降りるしかなかった。	床が抜け、乗員は下の階へ降りるしかなかった。
c916-1	読み一致		デグチハヒダリノカベニヒライタアナダッタマエノホオノヒトハソコカラソトヘデタ	デグチハヒダリノカベニヒライタアナダッタマエノホオノヒトハソコカラソトヘデタ	出口は、左の壁に開いた穴だった。前のほうの人は、そこから外へ出た。	出口は左の壁に開いた穴だった。前の方の人はそこから外へ出た。
c916-2	読み一致		ジメンマデノタカサハオヨソメエトルフィートデアル	ジメンマデノタカサハオヨソメエトルフィートデアル	地面までの高さは、およそ6メートル（20フィート）である。	地面までの高さはおよそ六メートル、二十フィートである。
c917-1	読み一致		ヒダリノシュヨクノオエヘデテソコカラクサジヘトビオリタ	ヒダリノシュヨクノオエヘデテソコカラクサジヘトビオリタ	左の主翼の上へ出て、そこから草地へ飛び降りた。	左の主翼の上へ出て、そこから草地へ飛び降りた。
c917-2	読み一致		シュヨクノシタデハヒガモエヒダリガワノフタツノエンジンハマダマワッテエタ	シュヨクノシタデハヒガモエヒダリガワノフタツノエンジンハマダマワッテエタ	主翼の下では火が燃え、左側の二つのエンジンは、まだ回っていた。	主翼の下では火が燃え、左側の二つのエンジンはまだ回っていた。
c917-3	読み一致		キュウキュウシャハホトンドスグニアラワレタクウコオニダイアッタ	キュウキュウシャハホトンドスグニアラワレタクウコオニダイアッタ	救急車は、ほとんどすぐに現れた。空港に、5台あった。	救急車はほとんどすぐに現れた。空港に五台あった。
c918-1	読み一致		ニゲルノニカカッタジカンハオヨソフン	ニゲルノニカカッタジカンハオヨソフン	逃げるのにかかった時間は、およそ1分。	逃げるのにかかった時間はおよそ一分。
c918-2	読み一致		ウシロノセキノヒトハマエヘススメナカッタソトヘデラレタノハニンデアル	ウシロノセキノヒトハマエヘススメナカッタソトヘデラレタノハニンデアル	うしろの席の人は、前へ進めなかった。外へ出られたのは70人である。	後ろの席の人は前へ進めなかった。外へ出られたのは七十人である。
c918-3	読み一致		ソノオチニンガアトデナクナッタノコッタノハニンダッタ	ソノオチニンガアトデナクナッタノコッタノハニンダッタ	そのうち9人が、あとで亡くなった。残ったのは、61人だった。	そのうち九人が後で亡くなった。残ったのは六十一人だった。
ep01-1	読み一致		ホオコクショハコンポンノゲンインヲコオカイテエルノキチョオガツギノヨッツヲシタコト	ホオコクショハコンポンノゲンインヲコオカイテエルノキチョオガツギノヨッツヲシタコト	報告書は、根本の原因をこう書いている。KLMの機長が、次の四つをしたこと。	報告書は根本の原因をこう書いている。KLMの機長が次の四つをしたこと。
ep01-2	読み一致		ヒトツキョカヲウケズニリリクシタ	ヒトツキョカヲウケズニリリクシタ	一つ。許可を受けずに離陸した。	一つ、許可を受けずに離陸した。
ep01-3	読み一致		フタツリリクハマッテクダサイトイウコトバニシタガワナカッタ	フタツリリクハマッテクダサイトイウコトバニシタガワナカッタ	二つ。離陸は待ってください、という言葉に従わなかった。	二つ。離陸は待ってくださいという言葉に従わなかった。
ep02-1	読み一致		ミッツパンナムガマダカッソオロニイルトイッタノニヤメナカッタ	ミッツパンナムガマダカッソオロニイルトイッタノニヤメナカッタ	三つ。パンナムがまだ滑走路にいると言ったのに、やめなかった。	三つ。パンナムがまだ滑走路にいると言ったのにやめなかった。
ep02-2	読み一致		ヨッツコオクウキカンシノトイニツヨイコオテエデコタエタ	ヨッツコオクウキカンシノトイニツヨイコオテエデコタエタ	四つ。航空機関士の問いに、強い肯定で答えた。	四つ。航空機関士の問いに強い高低で答えた。
ep03-1	読みが違う	アイダ→マ	ヨッツトモビョオタラズノアイダニオキタコトデアル	ヨッツトモビョオタラズノマニオキタコトデアル	四つとも、30秒足らずのあいだに起きたことである。	四つとも三十秒足らずの間に起きたことである。
ep03-2	読み一致		ソシテヨッツトモトマルタメノキカイダッタ	ソシテヨッツトモトマルタメノキカイダッタ	そして四つとも、止まるための機会だった。	そして四つとも止まるための機械だった。
ep04-1	読み一致		ソノオエデホオコクショハヒトツノトイヲタテテエル	ソノオエデホオコクショハヒトツノトイヲタテテエル	そのうえで報告書は、一つの問いを立てている。	その上で報告書は一つの問いを立てている。
ep04-2	読み一致		コレホドノソオジュウシガナゼキホンノアヤマリヲオカセタノカ	コレホドノソオジュウシガナゼキホンノアヤマリヲオカセタノカ	これほどの操縦士が、なぜ基本の誤りを犯せたのか。	これほどの操縦士がなぜ基本の誤りを犯せたのか。
