行	型	該当	本文
c813-3	英字・記号	KLM	KLMはそのまま飛び続け、150メートル先で地面に当たった。
c814-1	数詞＋助数詞	300メートル	そこから、さらに300メートル滑って、急に激しく燃えた。
c814-2	数詞＋助数詞	450メートル	二つの残骸のあいだは、450メートル離れていた。
c815-1	同形異音語（一般）	人	KLM機には、乗員14人と乗客234人が乗っていた。
c815-1	同形異音語（一般）	人	KLM機には、乗員14人と乗客234人が乗っていた。
c815-1	数詞＋助数詞	14人	KLM機には、乗員14人と乗客234人が乗っていた。
c815-1	数詞＋助数詞	234人	KLM機には、乗員14人と乗客234人が乗っていた。
c815-1	§6-1の語	K	KLM機には、乗員14人と乗客234人が乗っていた。
c815-1	§6の語（9.11）	乗員	KLM機には、乗員14人と乗客234人が乗っていた。
c815-1	英字・記号	KLM	KLM機には、乗員14人と乗客234人が乗っていた。
c815-2	同形異音語（一般）	人	その248人が、全員亡くなった。生き残った人は、一人もいない。
c815-2	同形異音語（一般）	生	その248人が、全員亡くなった。生き残った人は、一人もいない。
c815-2	同形異音語（一般）	人	その248人が、全員亡くなった。生き残った人は、一人もいない。
c815-2	同形異音語（一般）	人	その248人が、全員亡くなった。生き残った人は、一人もいない。
c815-2	数詞＋助数詞	248人	その248人が、全員亡くなった。生き残った人は、一人もいない。
c816-1	同形異音語（一般）	人	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-1	同形異音語（一般）	人	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-1	数詞＋助数詞	9人	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-1	数詞＋助数詞	317人	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-1	§6の語（9.11）	乗員	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-1	§6の語（テネリフェ）	パンナム	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-2	同形異音語（一般）	人	合わせて326人である。
c816-2	数詞＋助数詞	326人	合わせて326人である。
c816-3	同形異音語（一般）	人	けれども、この時点でそれを知る人はいない。外から見ていた人も、いない。
c816-3	同形異音語（一般）	人	けれども、この時点でそれを知る人はいない。外から見ていた人も、いない。
c901-1	§6の語（9.11）	管制	管制塔からは、何も見えなかった。
c901-1	§6の語（テネリフェ）	管制塔	管制塔からは、何も見えなかった。
c902-2	§6の語（9.11）	管制	管制塔には、それを確かめる手立てが無かった。見えないのである。
c902-2	§6の語（テネリフェ）	管制塔	管制塔には、それを確かめる手立てが無かった。見えないのである。
c903-1	1モーラ語＋助詞	火が	しばらくして、駐機場にいた別の機体が知らせてきた。火が見える、と。
c903-1	§6の語（9.11）	駐機場	しばらくして、駐機場にいた別の機体が知らせてきた。火が見える、と。
c903-1	§6の語（9.11）	機体	しばらくして、駐機場にいた別の機体が知らせてきた。火が見える、と。
c904-1	§6の語（9.11）	管制	管制塔は、すぐに消防へ警報を出した。
c904-1	§6の語（テネリフェ）	管制塔	管制塔は、すぐに消防へ警報を出した。
c904-2	1モーラ語＋助詞	火が	火があること、すぐ出られるように備えること。それだけだった。
c904-3	1モーラ語＋助詞	火が	火がどこにあるのかは、まだ誰にも分からない。
c905-1	同形異音語（一般）	人	そこへ、空港で働く会社の人が、消防の詰所へやって来た。
c905-2	1モーラ語＋助詞	火は	火は、駐機場の左のほうだ。場所についての、最初の手がかりだった。
c905-2	§6の語（9.11）	駐機場	火は、駐機場の左のほうだ。場所についての、最初の手がかりだった。
c906-3	§6の語（9.11）	駐機場	混み合った駐機場を、斜めに横切るからである。
c907-1	同形異音語（一般）	人	人にも、車にも、駐まっている機体にもぶつかりうる。
c907-1	§6の語（9.11）	機体	人にも、車にも、駐まっている機体にもぶつかりうる。
c909-2	§6の語（9.11）	機体	機体の全体が炎に包まれ、
c909-3	§6の語（コロンビア号）	翼	見えていたのは、尾の垂直の翼だけだった。
c910-1	同形異音語（一般）	一	消火を始めると、雲がもう少し晴れた。遠くに、もう一つ光があった。
c910-2	§6の語（9.11）	機体	同じ機体から外れた部品が燃えている、と最初は思った。
c911-1	同形異音語（一般）	目	消防は車を分け、その二つ目の光のほうへ近づいていった。
c912-2	§6の語（テネリフェ）	一機	もう一機の飛行機が、そこで燃えていたのである。
c913-2	§6の語（テネリフェ）	二機	燃えていたのは、二機だった
c914-1	同形異音語（一般）	目	消防は、二つ目の機体に力を移した。
c914-1	§6の語（9.11）	機体	消防は、二つ目の機体に力を移した。
c914-2	同形異音語（一般）	一	一つ目は、もう手のつけようがなかったからである。
c914-2	同形異音語（一般）	目	一つ目は、もう手のつけようがなかったからである。
c914-3	§6の語（コロンビア号）	翼	この判断で、左の主翼が守られた。
c915-1	§6の語（テネリフェ）	パンナム	そのパンナム機の中で、何が起きていたか。
c915-2	同形異音語（実績）	側	二階の部屋と、胴体の上側のほとんどが無くなった。
c915-3	同形異音語（一般）	下	床が抜け、乗員は下の階へ降りるしかなかった。
c915-3	§6の語（9.11）	乗員	床が抜け、乗員は下の階へ降りるしかなかった。
c916-1	同形異音語（一般）	人	出口は、左の壁に開いた穴だった。前のほうの人は、そこから外へ出た。
c916-2	数詞＋助数詞	6メートル	地面までの高さは、およそ6メートル（20フィート）である。
c916-2	数詞＋助数詞	20フィート	地面までの高さは、およそ6メートル（20フィート）である。
c917-1	同形異音語（一般）	上	左の主翼の上へ出て、そこから草地へ飛び降りた。
c917-1	§6の語（コロンビア号）	翼	左の主翼の上へ出て、そこから草地へ飛び降りた。
c917-2	同形異音語（実績）	側	主翼の下では火が燃え、左側の二つのエンジンは、まだ回っていた。
c917-2	同形異音語（一般）	下	主翼の下では火が燃え、左側の二つのエンジンは、まだ回っていた。
c917-2	§6の語（コロンビア号）	翼	主翼の下では火が燃え、左側の二つのエンジンは、まだ回っていた。
c918-1	同形異音語（実績）	間	逃げるのにかかった時間は、およそ1分。
c918-1	数詞＋助数詞	1分	逃げるのにかかった時間は、およそ1分。
c918-2	同形異音語（一般）	人	うしろの席の人は、前へ進めなかった。外へ出られたのは70人である。
c918-2	同形異音語（一般）	人	うしろの席の人は、前へ進めなかった。外へ出られたのは70人である。
c918-2	数詞＋助数詞	70人	うしろの席の人は、前へ進めなかった。外へ出られたのは70人である。
c918-3	同形異音語（一般）	人	そのうち9人が、あとで亡くなった。残ったのは、61人だった。
c918-3	同形異音語（一般）	人	そのうち9人が、あとで亡くなった。残ったのは、61人だった。
c918-3	数詞＋助数詞	9人	そのうち9人が、あとで亡くなった。残ったのは、61人だった。
c918-3	数詞＋助数詞	61人	そのうち9人が、あとで亡くなった。残ったのは、61人だった。
ep01-1	§6-1の語	K	報告書は、根本の原因をこう書いている。KLMの機長が、次の四つをしたこと。
ep01-1	§6の語（コロンビア号）	報告書	報告書は、根本の原因をこう書いている。KLMの機長が、次の四つをしたこと。
ep01-1	英字・記号	KLM	報告書は、根本の原因をこう書いている。KLMの機長が、次の四つをしたこと。
ep01-2	同形異音語（一般）	一	一つ。許可を受けずに離陸した。
ep01-2	§6の語（テネリフェ）	離陸	一つ。許可を受けずに離陸した。
ep01-3	§6の語（テネリフェ）	離陸	二つ。離陸は待ってください、という言葉に従わなかった。
ep02-1	§6の語（テネリフェ）	パンナム	三つ。パンナムがまだ滑走路にいると言ったのに、やめなかった。
ep02-1	§6の語（テネリフェ）	滑走路	三つ。パンナムがまだ滑走路にいると言ったのに、やめなかった。
ep02-2	§6の語（テネリフェ）	航空機関士	四つ。航空機関士の問いに、強い肯定で答えた。
ep03-1	数詞＋助数詞	30秒	四つとも、30秒足らずのあいだに起きたことである。
ep04-1	同形異音語（一般）	一	そのうえで報告書は、一つの問いを立てている。
ep04-1	§6の語（コロンビア号）	報告書	そのうえで報告書は、一つの問いを立てている。
ep04-3	同形異音語（一般）	一	答えとして三つ。一つ目は、積み重なった問題で、緊張が高まっていたこと。
ep04-3	同形異音語（一般）	目	答えとして三つ。一つ目は、積み重なった問題で、緊張が高まっていたこと。
ep05-1	同形異音語（一般）	目	二つ目は、テネリフェの、あの独特の天気。
ep05-1	§6の語（テネリフェ）	テネリフェ	二つ目は、テネリフェの、あの独特の天気。
ep05-2	同形異音語（一般）	目	三つ目が、二つの送信が同じ時刻に重なったことである。
ep05-3	§6の語（コロンビア号）	報告書	根本の原因ではなく、寄与した要因。報告書は、そう分けている。
ep06-1	§6の語（コロンビア号）	報告書	報告書は、そのあとに、別の三つを並べる。
ep06-2	同形異音語（実績）	側	こちらは、機長の心の中ではなく、その外側で起きていたことである。
ep06-3	同形異音語（一般）	目	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。
ep06-3	§6の語（テネリフェ）	パンナム	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。
ep06-3	§6の語（テネリフェ）	三番目	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。
ep07-1	同形異音語（実績）	方	ただし報告書は、片方だけを裁いてはいない。
ep07-1	§6の語（コロンビア号）	報告書	ただし報告書は、片方だけを裁いてはいない。
ep07-2	§6の語（テネリフェ）	パンナム	パンナムは二度、滑走路にいると伝えた。だから重要ではない、と書く。
ep07-2	§6の語（テネリフェ）	滑走路	パンナムは二度、滑走路にいると伝えた。だから重要ではない、と書く。
ep07-3	鉤括弧	「	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。
ep07-3	鉤括弧	」	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。
ep07-3	§6の語（9.11）	管制	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。
ep07-3	§6の語（テネリフェ）	管制官	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。
ep07-3	§6の語（テネリフェ）	離陸	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。
ep08-1	§6の語（コロンビア号）	報告書	報告書は、最後に勧告を三つ出している。
ep08-2	同形異音語（一般）	一	一つ。指示と許可の重みと、そのとおりに実行することを徹底すること。
ep09-1	同形異音語（一般）	目	三つ目が、この事故がいちばん残したものである。
ep09-2	同形異音語（実績）	間	ATCの許可と離陸の許可を、時間で十分に離すこと。
ep09-2	§6の語（テネリフェ）	離陸	ATCの許可と離陸の許可を、時間で十分に離すこと。
ep09-2	英字・記号	ATC	ATCの許可と離陸の許可を、時間で十分に離すこと。
ep09-3	鉤括弧	「	許可に「離陸」という語を使わない
ep09-3	鉤括弧	」	許可に「離陸」という語を使わない
ep09-3	§6の語（テネリフェ）	離陸	許可に「離陸」という語を使わない
ep10-1	同形異音語（一般）	人	気づいた人は、いた。声にも出していた。それでも、機体は止まらない。
ep10-1	§6の語（9.11）	機体	気づいた人は、いた。声にも出していた。それでも、機体は止まらない。
ep10-2	文頭の数字	1	1977年3月27日、17時06分50秒。
ep10-2	同形異音語（一般）	日	1977年3月27日、17時06分50秒。
ep10-2	数詞＋助数詞	1977年	1977年3月27日、17時06分50秒。
ep10-2	数詞＋助数詞	3月	1977年3月27日、17時06分50秒。
ep10-2	数詞＋助数詞	27日	1977年3月27日、17時06分50秒。
ep10-2	数詞＋助数詞	17時	1977年3月27日、17時06分50秒。
ep10-2	数詞＋助数詞	06分	1977年3月27日、17時06分50秒。
ep10-2	数詞＋助数詞	50秒	1977年3月27日、17時06分50秒。
ep10-3	文頭の数字	5	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	同形異音語（一般）	人	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	同形異音語（一般）	人	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	同形異音語（一般）	生	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	同形異音語（一般）	上	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	数詞＋助数詞	583人	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	数詞＋助数詞	61人	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	数詞＋助数詞	1本	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
ep10-3	§6の語（テネリフェ）	滑走路	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。
