行	型	該当	本文
c913-2	同形異音語（一般）	上	打ち上げを3方向以上から撮ること。RCCを全部点検すること。
c913-2	同形異音語（一般）	上	打ち上げを3方向以上から撮ること。RCCを全部点検すること。
c913-2	§6の語（コロンビア号）	打ち上げ	打ち上げを3方向以上から撮ること。RCCを全部点検すること。
c913-2	§6の語（コロンビア号）	RCC	打ち上げを3方向以上から撮ること。RCCを全部点検すること。
c913-2	英字・記号	RCC	打ち上げを3方向以上から撮ること。RCCを全部点検すること。
c913-3	同形異音語（一般）	上	軌道の上で点検し、応急の修理ができる手立てを持つこと。
c913-3	§6の語（コロンビア号）	軌道	軌道の上で点検し、応急の修理ができる手立てを持つこと。
c914-1	§6の語（9.11）	委員会	そのうえで、委員会はこう書いている。
c914-1	§6の語（コロンビア号）	委員会	そのうえで、委員会はこう書いている。
c915-1	同形異音語（一般）	人	委員会は、人を替えても解決しないと書いた。
c915-1	§6の語（9.11）	委員会	委員会は、人を替えても解決しないと書いた。
c915-1	§6の語（コロンビア号）	委員会	委員会は、人を替えても解決しないと書いた。
c915-2	同形異音語（一般）	人	だがその直前に、個人が責任を負わない意味ではない、とも書く。
c916-2	§6の語（9.11）	委員会	事故の記憶は必ず薄れる。だから急げ、と委員会は書いた。
c916-2	§6の語（コロンビア号）	委員会	事故の記憶は必ず薄れる。だから急げ、と委員会は書いた。
ep01-1	同形異音語（実績）	話	話は、そこから8年半あとに飛ぶ。
ep01-1	数詞＋助数詞	8年	話は、そこから8年半あとに飛ぶ。
ep01-2	文頭の数字	2	2011年の夏、テキサスは記録に残る最悪の干ばつのなかにいた。
ep01-2	数詞＋助数詞	2011年	2011年の夏、テキサスは記録に残る最悪の干ばつのなかにいた。
ep02-1	同形異音語（一般）	下	ナコドーチェス湖の水位は、いつもより3メートル近く下がった。
ep02-1	数詞＋助数詞	3メートル	ナコドーチェス湖の水位は、いつもより3メートル近く下がった。
ep02-1	§6の語（コロンビア号）	ナコドーチェス	ナコドーチェス湖の水位は、いつもより3メートル近く下がった。
ep02-2	文頭の数字	7	7月の終わり、警察官が湖底に現れた球形の物体に気づく。
ep02-2	数詞＋助数詞	7月	7月の終わり、警察官が湖底に現れた球形の物体に気づく。
ep03-1	数詞＋助数詞	1メートル	直径1メートルほどのアルミの球で、中は泥で埋まっていた。
ep04-1	文頭の数字	2	2003年、この湖は捜索されている。
ep04-1	数詞＋助数詞	2003年	2003年、この湖は捜索されている。
ep04-2	同形異音語（一般）	一	海軍の潜水士が、ソナーの反応を一つずつ潜って確かめた。
ep04-3	数詞＋助数詞	1点	それでも、この湖からは1点も見つからなかった。
ep05-1	同形異音語（一般）	人	人が潜って見つけられなかったものが、水が引いて出てきた。
ep05-2	数詞＋助数詞	8年	事故から、8年半が過ぎていた。
ep06-1	同形異音語（一般）	人	破片は今も見つかる。そのたびに、あの7人が思い出される。
ep06-1	数詞＋助数詞	7人	破片は今も見つかる。そのたびに、あの7人が思い出される。
ep06-2	同形異音語（一般）	一	かけら一つで機体は壊れた。だが、壊れたのはそれだけではない。
ep06-2	§6の語（9.11）	機体	かけら一つで機体は壊れた。だが、壊れたのはそれだけではない。
